,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5740円,121分,106.3%,34件
1,1150-1199,8077円,130分,108.3%,29件
2,1200-1249,7876円,122分,108.6%,54件
3,1250-1299,8081円,110分,109.8%,48件
4,1300-1349,7123円,115分,108.2%,48件
5,1350-1399,5875円,108分,107.3%,54件
6,1400-1449,8324円,105分,110.6%,75件
7,1450-1499,9025円,103分,111.7%,62件
8,1500-1549,7429円,105分,109.5%,61件
9,1550-1599,6057円,95分,108.5%,64件
10,1600-1649,6745円,93分,109.6%,59件
11,1650-1699,7893円,95分,111.1%,72件
12,1700-1749,8153円,90分,112%,56件
13,1750-1799,6350円,84分,110.1%,73件
14,1800-1849,7041円,84分,111.2%,67件
15,1850-1899,7540円,77分,113.1%,58件
16,1900-1949,7818円,74分,114%,77件
17,1950-1999,8656円,75分,115.4%,79件
18,2000-2049,6291円,68分,112.3%,64件
19,2050-2099,8390円,66分,116.9%,81件
20,2100-2149,7579円,66分,115.3%,82件
21,2150-2199,6271円,59分,114.1%,69件
22,2200-2249,7853円,55分,119%,69件
23,2250-2299,7577円,55分,118.2%,67件
24,2300-2349,7406円,50分,119.7%,73件
25,2350-2399,8206円,46分,123.9%,48件
26,2400-2449,6671円,47分,118.8%,50件
27,2450-2499,6764円,48分,118.9%,54件
28,2500-2549,8884円,41分,129%,48件
29,2550-2599,10191円,36分,137.8%,29件
30,2600-2649,10491円,36分,138.4%,42件
31,2650-2699,9699円,36分,135.7%,36件
32,2700-2749,10620円,35分,140.7%,41件
33,2750-2799,11169円,34分,143.8%,48件
34,2800-2849,13009円,29分,160.5%,34件
35,2850-2899,13701円,26分,169.3%,25件
36,2900-2949,14906円,24分,182%,40件
