,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2521円,138分,102.4%,104件
1,750-799,2553円,134分,102.5%,215件
2,800-849,3156円,128分,103.3%,248件
3,850-899,4206円,121分,104.6%,257件
4,900-949,3279円,126分,103.5%,255件
5,950-999,3379円,121分,103.7%,274件
6,1000-1049,3197円,123分,103.5%,270件
7,1050-1099,3622円,124分,103.9%,268件
8,1100-1149,4509円,113分,105.3%,284件
9,1150-1199,4276円,115分,104.9%,273件
10,1200-1249,4789円,110分,105.8%,244件
11,1250-1299,3915円,113分,104.6%,300件
12,1300-1349,4860円,104分,106.2%,295件
13,1350-1399,5167円,105分,106.6%,342件
14,1400-1449,5036円,104分,106.5%,255件
15,1450-1499,4845円,99分,106.6%,284件
16,1500-1549,5996円,97分,108.2%,213件
17,1550-1599,5608円,94分,108%,229件
18,1600-1649,6544円,92分,109.4%,201件
19,1650-1699,5323円,86分,108.3%,191件
20,1700-1749,7118円,85分,111.1%,193件
21,1750-1799,6824円,82分,111%,168件
22,1800-1849,6602円,80分,111.1%,183件
23,1850-1899,7915円,75分,114.2%,196件
24,1900-1949,6896円,74分,112.4%,205件
25,1950-1999,6835円,74分,112.4%,188件
26,2000-2049,7239円,70分,113.7%,143件
27,2050-2099,7465円,66分,115.2%,158件
28,2100-2149,8534円,62分,118.5%,137件
29,2150-2199,8732円,60分,119.6%,151件
30,2200-2249,7794円,55分,118.8%,139件
31,2250-2299,8406円,50分,122.5%,138件
32,2300-2349,8665円,43分,127%,133件
33,2350-2399,8387円,40分,128.2%,143件
34,2400-2449,9294円,38分,132.3%,115件
35,2450-2499,10100円,35分,138.1%,124件
36,2500-2549,10265円,36分,138.5%,108件
37,2550-2599,9607円,35分,136.3%,105件
38,2600-2649,10361円,33分,142%,87件
39,2650-2699,11173円,33分,145.2%,99件
40,2700-2749,12006円,31分,152.4%,93件
41,2750-2799,11626円,31分,150.4%,89件
42,2800-2849,12272円,26分,161.8%,89件
43,2850-2899,12558円,26分,165.5%,92件
44,2900-2949,13460円,23分,177.3%,65件
