,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,-1493円,153分,98.7%,39件
1,600-649,-364円,144分,99.7%,61件
2,650-699,785円,139分,100.8%,81件
3,700-749,411円,135分,100.4%,116件
4,750-799,1018円,135分,101%,107件
5,800-849,709円,131分,100.7%,114件
6,850-899,1005円,133分,101%,136件
7,900-949,-49円,133分,100%,161件
8,950-999,-88円,131分,99.9%,142件
9,1000-1049,1642円,124分,101.8%,170件
10,1050-1099,2211円,120分,102.5%,211件
11,1100-1149,1778円,119分,102%,190件
12,1150-1199,1680円,121分,101.9%,231件
13,1200-1249,2187円,117分,102.5%,218件
14,1250-1299,2086円,113分,102.5%,250件
15,1300-1349,1585円,112分,101.9%,265件
16,1350-1399,2053円,110分,102.5%,252件
17,1400-1449,2597円,104分,103.3%,211件
18,1450-1499,1980円,108分,102.4%,221件
19,1500-1549,2943円,100分,103.9%,244件
20,1550-1599,2222円,100分,103%,239件
21,1600-1649,3511円,92分,105.1%,236件
22,1650-1699,2367円,90分,103.5%,224件
23,1700-1749,4701円,85分,107.4%,228件
24,1750-1799,4923円,85分,107.7%,236件
25,1800-1849,4139円,81分,106.8%,197件
26,1850-1899,4197円,79分,107.1%,207件
27,1900-1949,4679円,74分,108.4%,186件
28,1950-1999,4672円,71分,108.7%,194件
29,2000-2049,6135円,68分,112%,169件
30,2050-2099,5804円,65分,111.9%,163件
31,2100-2149,5411円,59分,112.2%,145件
32,2150-2199,5628円,59分,112.6%,154件
33,2200-2249,5855円,56分,114%,150件
34,2250-2299,5027円,54分,112.3%,139件
35,2300-2349,4031円,54分,110%,129件
36,2350-2399,6659円,45分,119.7%,134件
37,2400-2449,6151円,45分,118.3%,127件
38,2450-2499,6890円,42分,121.6%,135件
39,2500-2549,7294円,42分,123.4%,128件
40,2550-2599,7566円,40分,125.3%,106件
41,2600-2649,7303円,39分,125.1%,118件
42,2650-2699,7998円,38分,127.9%,102件
43,2700-2749,9315円,34分,137%,100件
44,2750-2799,10171円,32分,142.6%,80件
45,2800-2849,11192円,28分,152.4%,99件
46,2850-2899,11656円,28分,156.1%,92件
47,2900-2949,12679円,23分,173.9%,71件
