,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3471円,132分,103.5%,96件
1,900-949,4805円,133分,104.8%,114件
2,950-999,3266円,131分,103.3%,133件
3,1000-1049,3690円,129分,103.8%,117件
4,1050-1099,4498円,125分,104.8%,143件
5,1100-1149,5327円,121分,105.9%,176件
6,1150-1199,4571円,121分,105.1%,159件
7,1200-1249,4879円,120分,105.4%,197件
8,1250-1299,4882円,118分,105.5%,180件
9,1300-1349,5136円,112分,106.1%,209件
10,1350-1399,4148円,113分,104.9%,224件
11,1400-1449,4842円,109分,105.9%,211件
12,1450-1499,5420円,103分,107%,175件
13,1500-1549,4888円,107分,106.1%,185件
14,1550-1599,5758円,100分,107.7%,197件
15,1600-1649,4850円,99分,106.6%,199件
16,1650-1699,6443円,91分,109.4%,208件
17,1700-1749,4618円,90分,106.8%,188件
18,1750-1799,7054円,85分,111.1%,186件
19,1800-1849,6871円,85分,110.8%,185件
20,1850-1899,5947円,80分,109.9%,153件
21,1900-1949,6173円,78分,110.6%,169件
22,1950-1999,6753円,72分,112.5%,153件
23,2000-2049,6887円,70分,113.1%,161件
24,2050-2099,7901円,66分,115.9%,140件
25,2100-2149,8473円,63分,117.9%,137件
26,2150-2199,7529円,57分,117.7%,112件
27,2200-2249,7410円,57分,117.4%,120件
28,2250-2299,7526円,53分,118.9%,125件
29,2300-2349,7234円,51分,118.9%,120件
30,2350-2399,5861円,51分,115.3%,113件
31,2400-2449,8488円,44分,125.5%,112件
32,2450-2499,8110円,44分,124.7%,109件
33,2500-2549,8278円,43分,125.6%,106件
34,2550-2599,8640円,41分,128.1%,104件
35,2600-2649,9771円,38分,134.6%,92件
36,2650-2699,9188円,38分,132.7%,101件
37,2700-2749,10183円,36分,137.7%,91件
38,2750-2799,11422円,32分,147.8%,84件
39,2800-2849,12115円,30分,153.9%,65件
40,2850-2899,13073円,26分,166.8%,83件
41,2900-2949,13674円,26分,169.9%,72件
