,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,6692円,112分,108%,65件
1,1300-1349,8327円,107分,110.4%,82件
2,1350-1399,7339円,111分,108.8%,84件
3,1400-1449,8302円,108分,110.3%,86件
4,1450-1499,8130円,107分,110.2%,86件
5,1500-1549,6870円,102分,109%,95件
6,1550-1599,6486円,103分,108.4%,109件
7,1600-1649,7289円,95分,110.2%,95件
8,1650-1699,7327円,94分,110.4%,85件
9,1700-1749,7287円,96分,110.1%,100件
10,1750-1799,8811円,85分,113.9%,93件
11,1800-1849,7903円,87分,112.1%,99件
12,1850-1899,9461円,79分,116%,105件
13,1900-1949,6461円,79分,110.9%,88件
14,1950-1999,9378円,70分,117.7%,84件
15,2000-2049,9781円,74分,117.5%,99件
16,2050-2099,8508円,66分,117.1%,72件
17,2100-2149,7361円,66分,114.9%,77件
18,2150-2199,7802円,59分,117.6%,68件
19,2200-2249,10225円,53分,125.9%,84件
20,2250-2299,7941円,51分,120.7%,48件
21,2300-2349,9579円,46分,127.6%,61件
22,2350-2399,9505円,42分,129.9%,51件
23,2400-2449,9313円,44分,128.5%,50件
24,2450-2499,9308円,41分,130.6%,57件
25,2500-2549,10301円,40分,134.2%,60件
26,2550-2599,9969円,41分,132.6%,61件
27,2600-2649,9994円,41分,132.3%,46件
28,2650-2699,10243円,39分,135.4%,49件
29,2700-2749,11136円,35分,142.3%,52件
30,2750-2799,11597円,32分,147.6%,47件
31,2800-2849,12216円,29分,155.5%,33件
32,2850-2899,12987円,25分,168.8%,50件
33,2900-2949,14671円,25分,177.1%,38件
