,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,0-49,-2216円,163分,98.2%,2666件
1,50-99,-2647円,164分,97.8%,5954件
2,100-149,-2788円,163分,97.7%,7376件
3,150-199,-2839円,162分,97.7%,6500件
4,200-249,-2321円,159分,98.1%,6166件
5,250-299,-2220円,157分,98.1%,5332件
6,300-349,-2070円,155分,98.2%,4939件
7,350-399,-2034円,154分,98.2%,4558件
8,400-449,-1883円,151分,98.3%,4320件
9,450-499,-1648円,149分,98.5%,3944件
10,500-549,-1541円,148分,98.6%,3785件
11,550-599,-1096円,145分,99%,3537件
12,600-649,-999円,144分,99.1%,3332件
13,650-699,-941円,141分,99.1%,6169件
14,700-749,-961円,141分,99.1%,3485件
15,750-799,-922円,138分,99.1%,3527件
16,800-849,-451円,135分,99.6%,2996件
17,850-899,-185円,132分,99.8%,2731件
18,900-949,-321円,130分,99.7%,2661件
19,950-999,-468円,129分,99.5%,2508件
20,1000-1049,-35円,124分,100%,2456件
21,1050-1099,273円,122分,100.3%,2499件
22,1100-1149,1046円,121分,101.2%,2339件
23,1150-1199,583円,119分,100.7%,2370件
24,1200-1249,1116円,115分,101.3%,2319件
25,1250-1299,897円,113分,101.1%,2234件
26,1300-1349,1019円,111分,101.2%,2274件
27,1350-1399,1683円,108分,102.1%,2128件
28,1400-1449,1855円,106分,102.3%,2150件
29,1450-1499,1822円,104分,102.3%,1995件
30,1500-1549,2243円,99分,103%,2020件
31,1550-1599,2611円,98分,103.6%,1925件
32,1600-1649,2161円,95分,103%,1894件
33,1650-1699,2711円,91分,104%,1804件
34,1700-1749,2887円,89分,104.3%,1804件
35,1750-1799,2576円,85分,104%,1732件
36,1800-1849,2867円,82分,104.7%,1697件
37,1850-1899,3250円,78分,105.5%,1721件
38,1900-1949,3634円,77分,106.3%,1624件
39,1950-1999,3397円,74分,106.2%,1619件
40,2000-2049,4046円,71分,107.6%,1587件
41,2050-2099,4068円,68分,108%,1463件
42,2100-2149,3996円,64分,108.3%,1448件
43,2150-2199,4732円,62分,110.2%,1441件
44,2200-2249,4754円,57分,111%,1422件
45,2250-2299,4867円,55分,111.9%,1324件
46,2300-2349,5105円,51分,113.4%,1348件
47,2350-2399,5577円,48分,115.6%,1247件
48,2400-2449,6036円,46分,117.7%,1269件
49,2450-2499,6336円,44分,119.1%,1190件
50,2500-2549,7039円,42分,122.1%,1088件
51,2550-2599,7395円,40分,124.6%,880件
52,2600-2649,7809円,39分,126.9%,781件
53,2650-2699,8356円,36分,130.6%,584件
54,2700-2749,9417円,34分,136.6%,481件
55,2750-2799,9947円,31分,142.4%,379件
56,2800-2849,11176円,29分,151.7%,333件
57,2850-2899,11685円,26分,159.1%,258件
58,2900-2949,12634円,23分,172.7%,177件
