,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,6479円,122分,107.1%,103件
1,1250-1299,9380円,118分,110.6%,111件
2,1300-1349,10394円,112分,112.4%,125件
3,1350-1399,8443円,111分,110.1%,124件
4,1400-1449,6814円,107分,108.5%,150件
5,1450-1499,9499円,103分,112.3%,139件
6,1500-1549,9540円,107分,111.9%,151件
7,1550-1599,9342円,96分,112.9%,149件
8,1600-1649,10413円,91分,115.3%,155件
9,1650-1699,9870円,91分,114.4%,128件
10,1700-1749,10135円,92分,114.7%,131件
11,1750-1799,10315円,85分,116.2%,118件
12,1800-1849,9040円,83分,114.5%,126件
13,1850-1899,9565円,84分,115.2%,107件
14,1900-1949,9205円,73分,116.8%,105件
15,1950-1999,9709円,74分,117.4%,99件
16,2000-2049,9481円,71分,117.7%,111件
17,2050-2099,9942円,67分,119.9%,95件
18,2100-2149,11732円,61分,125.4%,79件
19,2150-2199,11742円,64分,124.5%,92件
20,2200-2249,10335円,57分,124%,76件
21,2250-2299,12570円,50分,133.3%,63件
22,2300-2349,9260円,50分,124.8%,62件
23,2350-2399,9132円,44分,127.5%,53件
24,2400-2449,9125円,42分,129%,73件
25,2450-2499,11726円,35分,144.2%,74件
26,2500-2549,11516円,35分,143.3%,67件
27,2550-2599,11249円,40分,138%,58件
28,2600-2649,11366円,39分,139%,50件
29,2650-2699,13072円,34分,151.1%,55件
30,2700-2749,12417円,33分,150.4%,56件
31,2750-2799,13909円,31分,159.4%,47件
32,2800-2849,13705円,29分,163.8%,57件
33,2850-2899,14104円,25分,174.2%,49件
34,2900-2949,13981円,23分,179.8%,36件
