,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,10660円,127分,111.2%,20件
1,1250-1299,8898円,104分,111.4%,28件
2,1300-1349,13168円,110分,115.9%,28件
3,1350-1399,10262円,105分,113%,28件
4,1400-1449,9144円,99分,112.3%,23件
5,1450-1499,11122円,96分,115.4%,35件
6,1500-1549,10251円,97分,114%,34件
7,1550-1599,12414円,91分,118.2%,39件
8,1600-1649,12555円,94分,117.8%,47件
9,1650-1699,9973円,94分,114.2%,41件
10,1700-1749,10758円,89分,116.1%,50件
11,1750-1799,10200円,88分,115.4%,50件
12,1800-1849,11708円,83分,118.7%,54件
13,1850-1899,12345円,75分,122%,47件
14,1900-1949,10056円,82分,116.4%,46件
15,1950-1999,11762円,73分,121.5%,44件
16,2000-2049,10052円,74分,118.2%,48件
17,2050-2099,10682円,67分,121.3%,44件
18,2100-2149,9843円,64分,120.4%,42件
19,2150-2199,12096円,59分,127.2%,35件
20,2200-2249,12746円,59分,128.8%,50件
21,2250-2299,10424円,51分,127.4%,27件
22,2300-2349,10719円,48分,129.6%,44件
23,2350-2399,12517円,41分,140.6%,40件
24,2400-2449,13739円,33分,155.4%,36件
25,2450-2499,9558円,42分,130.2%,24件
26,2500-2549,13361円,32分,155.3%,31件
27,2550-2599,12676円,30分,157%,24件
28,2600-2649,12845円,33分,151.2%,26件
29,2650-2699,12853円,33分,152.7%,22件
30,2700-2749,13939円,31分,160.5%,33件
31,2750-2799,14533円,27分,172.7%,29件
32,2800-2849,14304円,29分,165.1%,24件
33,2850-2899,14966円,25分,181%,23件
34,2900-2949,15251円,23分,188%,25件
