,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,-716円,148分,99.4%,15564件
1,450-499,-424円,148分,99.6%,4805件
2,500-549,106円,144分,100.1%,2549件
3,550-599,286円,142分,100.3%,1735件
4,600-649,166円,141分,100.2%,1456件
5,650-699,-56円,140分,99.9%,1208件
6,700-749,613円,137分,100.6%,1157件
7,750-799,853円,133分,100.9%,1125件
8,800-849,667円,133分,100.7%,1143件
9,850-899,1025円,130分,101.1%,1021件
10,900-949,675円,128分,100.7%,1009件
11,950-999,1193円,126分,101.3%,1077件
12,1000-1049,1514円,126分,101.6%,1071件
13,1050-1099,1500円,122分,101.6%,963件
14,1100-1149,1689円,117分,101.9%,1149件
15,1150-1199,2008円,116分,102.3%,1095件
16,1200-1249,2055円,114分,102.4%,1041件
17,1250-1299,2958円,111分,103.5%,1057件
18,1300-1349,3194円,110分,103.9%,997件
19,1350-1399,2697円,108分,103.3%,1014件
20,1400-1449,2781円,104分,103.6%,924件
21,1450-1499,3028円,100分,104%,889件
22,1500-1549,3686円,99分,104.9%,858件
23,1550-1599,2907円,96分,104%,860件
24,1600-1649,3788円,94分,105.4%,833件
25,1650-1699,3641円,91分,105.4%,836件
26,1700-1749,3941円,87分,106%,778件
27,1750-1799,4578円,84分,107.2%,736件
28,1800-1849,4866円,83分,107.8%,772件
29,1850-1899,4773円,79分,108%,707件
30,1900-1949,4797円,77分,108.4%,714件
31,1950-1999,5099円,74分,109.1%,711件
32,2000-2049,5470円,71分,110.2%,724件
33,2050-2099,5917円,68分,111.7%,649件
34,2100-2149,5790円,62分,112.4%,664件
35,2150-2199,5663円,58分,113.1%,633件
36,2200-2249,6050円,52分,115.5%,609件
37,2250-2299,6488円,50分,117.5%,595件
38,2300-2349,6484円,47分,118.5%,573件
39,2350-2399,6675円,44分,120.3%,573件
40,2400-2449,6845円,43分,121.3%,578件
41,2450-2499,7522円,40分,124.9%,545件
42,2500-2549,7678円,40分,125.8%,521件
43,2550-2599,7866円,39分,126.8%,513件
44,2600-2649,8355円,38分,129.2%,464件
45,2650-2699,9226円,35分,135%,499件
46,2700-2749,9503円,33分,138%,462件
47,2750-2799,10054円,30分,144.3%,474件
48,2800-2849,10932円,28分,151.2%,432件
49,2850-2899,10622円,29分,149%,381件
