,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,6239円,124分,106.7%,531件
1,1100-1149,6643円,123分,107.2%,538件
2,1150-1199,6625円,119分,107.4%,980件
3,1200-1249,6616円,116分,107.6%,533件
4,1250-1299,7157円,113分,108.5%,572件
5,1300-1349,7057円,113分,108.4%,526件
6,1350-1399,7396円,109分,109.1%,448件
7,1400-1449,6487円,108分,108%,444件
8,1450-1499,7441円,103分,109.6%,445件
9,1500-1549,7045円,102分,109.2%,399件
10,1550-1599,7546円,98分,110.3%,368件
11,1600-1649,8077円,96分,111.3%,352件
12,1650-1699,7413円,93分,110.6%,376件
13,1700-1749,8407円,89分,112.5%,411件
14,1750-1799,8182円,85分,112.9%,373件
15,1800-1849,7431円,86分,111.5%,358件
16,1850-1899,8711円,81分,114.3%,327件
17,1900-1949,8926円,79分,115.1%,312件
18,1950-1999,8183円,76分,114.4%,285件
19,2000-2049,9866円,72分,118.2%,332件
20,2050-2099,9701円,70分,118.5%,292件
21,2100-2149,9106円,64分,119%,295件
22,2150-2199,9216円,59分,120.9%,256件
23,2200-2249,9150円,55分,122.1%,272件
24,2250-2299,10103円,48分,127.8%,274件
25,2300-2349,9464円,47分,127.1%,254件
26,2350-2399,9476円,43分,129.2%,279件
27,2400-2449,9707円,42分,130.6%,252件
28,2450-2499,9500円,43分,129.7%,239件
29,2500-2549,10688円,39分,136.4%,253件
30,2550-2599,10510円,38分,136.5%,215件
31,2600-2649,10948円,37分,139.8%,248件
32,2650-2699,11397円,36分,142.7%,211件
33,2700-2749,11678円,34分,145.8%,201件
34,2750-2799,12508円,32分,151.6%,192件
35,2800-2849,12931円,29分,159.5%,215件
36,2850-2899,13182円,26分,167.5%,170件
37,2900-2949,14659円,24分,181.7%,156件
