,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6295円,112分,107.5%,879件
1,1400-1449,5566円,110分,106.7%,893件
2,1450-1499,5642円,106分,107.1%,910件
3,1500-1549,5682円,103分,107.4%,885件
4,1550-1599,5811円,100分,107.8%,901件
5,1600-1649,6639円,97分,109.2%,859件
6,1650-1699,6703円,94分,109.5%,841件
7,1700-1749,6360円,93分,109.1%,730件
8,1750-1799,6740円,88分,110.2%,778件
9,1800-1849,6961円,88分,110.6%,729件
10,1850-1899,6487円,82分,110.5%,709件
11,1900-1949,6860円,79分,111.5%,684件
12,1950-1999,6940円,76分,112.2%,675件
13,2000-2049,7469円,71分,114%,674件
14,2050-2099,7234円,69分,114.1%,658件
15,2100-2149,6531円,64分,113.6%,663件
16,2150-2199,7168円,62分,115.5%,615件
17,2200-2249,7260円,59分,116.4%,623件
18,2250-2299,7714円,55分,118.8%,645件
19,2300-2349,7243円,52分,118.6%,548件
20,2350-2399,7123円,49分,119.3%,571件
21,2400-2449,7884円,48分,122%,546件
22,2450-2499,8451円,45分,124.9%,542件
23,2500-2549,8941円,44分,127%,493件
24,2550-2599,8617円,43分,126.8%,519件
25,2600-2649,9727円,40分,132.2%,452件
26,2650-2699,10410円,38分,136.1%,460件
27,2700-2749,10971円,35分,141.2%,439件
28,2750-2799,11613円,34分,145.6%,389件
29,2800-2849,12786円,30分,156%,304件
30,2850-2899,13666円,27分,168.6%,276件
31,2900-2949,14045円,24分,179.1%,201件
