,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,8181円,116分,109.4%,15件
1,1350-1399,9204円,95分,112.9%,18件
2,1400-1449,7616円,102分,110%,23件
3,1450-1499,9745円,104分,112.5%,13件
4,1500-1549,7524円,99分,110.1%,13件
5,1550-1599,9341円,98分,112.7%,21件
6,1600-1649,6811円,103分,108.8%,23件
7,1650-1699,9446円,90分,114.1%,33件
8,1700-1749,8974円,94分,112.8%,21件
9,1750-1799,8233円,94分,111.7%,26件
10,1800-1849,9805円,75分,117.3%,24件
11,1850-1899,9338円,75分,116.5%,27件
12,1900-1949,5466円,70分,110.4%,20件
13,1950-1999,9825円,74分,117.8%,26件
14,2000-2049,9911円,68分,119.4%,38件
15,2050-2099,10923円,63分,123.1%,31件
16,2100-2149,7931円,62分,117%,31件
17,2150-2199,9286円,58分,121.4%,32件
18,2200-2249,10348円,47分,129.2%,23件
19,2250-2299,9231円,46分,126.9%,27件
20,2300-2349,9263円,40分,131%,33件
21,2350-2399,10877円,44分,133.1%,34件
22,2400-2449,7174円,44分,121.8%,34件
23,2450-2499,7351円,44分,122.2%,23件
24,2500-2549,8450円,40分,128.2%,33件
25,2550-2599,7859円,40分,126%,39件
26,2600-2649,8712円,37分,131.7%,31件
27,2650-2699,9560円,34分,137.1%,22件
28,2700-2749,11213円,31分,147.9%,26件
29,2750-2799,10735円,31分,145.5%,21件
30,2800-2849,11861円,26分,160.6%,19件
31,2850-2899,12283円,25分,165.5%,23件
32,2900-2949,14402円,24分,181.6%,23件
