,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,5893円,114分,106.9%,15件
1,1350-1399,7269円,93分,110.4%,18件
2,1400-1449,5621円,100分,107.5%,23件
3,1450-1499,7568円,102分,109.9%,13件
4,1500-1549,5538円,97分,107.6%,13件
5,1550-1599,7281円,97分,110.1%,21件
6,1600-1649,4805円,101分,106.4%,23件
7,1650-1699,7576円,88分,111.5%,33件
8,1700-1749,7010円,92分,110.2%,21件
9,1750-1799,6326円,92分,109.1%,26件
10,1800-1849,8165円,74分,114.7%,24件
11,1850-1899,7728円,74分,113.9%,27件
12,1900-1949,4087円,69分,107.9%,20件
13,1950-1999,8243円,72分,115.2%,26件
14,2000-2049,8383円,67分,116.7%,38件
15,2050-2099,9422円,62分,120.4%,31件
16,2100-2149,6624円,61分,114.4%,31件
17,2150-2199,8002円,57分,118.8%,32件
18,2200-2249,9129円,46分,126.3%,23件
19,2250-2299,8163円,45分,124.3%,27件
20,2300-2349,8253円,39分,128.3%,33件
21,2350-2399,9792円,43分,130.5%,34件
22,2400-2449,6274円,43分,119.4%,34件
23,2450-2499,6451円,43分,119.8%,23件
24,2500-2549,7550円,39分,125.7%,33件
25,2550-2599,6959円,40分,123.5%,39件
26,2600-2649,7812円,36分,129.1%,31件
27,2650-2699,8660円,34分,134.4%,22件
28,2700-2749,10313円,30分,145.2%,26件
29,2750-2799,9835円,31分,142.7%,21件
30,2800-2849,10960円,25分,157.8%,19件
31,2850-2899,11382円,24分,162.7%,23件
32,2900-2949,13502円,23分,179.1%,23件
