,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,5996円,136分,105.9%,23件
1,1000-1049,6071円,130分,106.2%,32件
2,1050-1099,5372円,124分,105.8%,41件
3,1100-1149,6914円,130分,107.1%,33件
4,1150-1199,6730円,125分,107.2%,66件
5,1200-1249,7474円,112分,108.9%,59件
6,1250-1299,7095円,112分,108.4%,65件
7,1300-1349,5852円,111分,107.1%,67件
8,1350-1399,7098円,106分,108.9%,83件
9,1400-1449,8184円,104分,110.5%,75件
10,1450-1499,6944円,106分,108.7%,73件
11,1500-1549,6545円,98分,108.9%,83件
12,1550-1599,6721円,97分,109.2%,78件
13,1600-1649,7257円,98分,109.9%,86件
14,1650-1699,7768円,91分,111.4%,73件
15,1700-1749,6186円,87分,109.5%,90件
16,1750-1799,7042円,88分,110.7%,81件
17,1800-1849,8052円,81分,113.3%,84件
18,1850-1899,7742円,77分,113.3%,96件
19,1900-1949,8441円,78分,114.5%,97件
20,1950-1999,5881円,73分,110.8%,79件
21,2000-2049,8544円,70分,116.3%,106件
22,2050-2099,8520円,68分,116.8%,112件
23,2100-2149,6578円,62分,114%,87件
24,2150-2199,8062円,60分,118.1%,90件
25,2200-2249,7278円,58分,116.6%,80件
26,2250-2299,6660円,54分,116.5%,85件
27,2300-2349,8409円,52分,121.6%,65件
28,2350-2399,7337円,46分,121.1%,71件
29,2400-2449,5906円,50分,115.7%,63件
30,2450-2499,8383円,42分,126.5%,61件
31,2500-2549,10339円,36分,138.8%,43件
32,2550-2599,9541円,39分,132.3%,49件
33,2600-2649,9008円,39分,131.1%,41件
34,2650-2699,9817円,37分,135.8%,49件
35,2700-2749,10639円,35分,140.3%,61件
36,2750-2799,12026円,31分,151%,42件
37,2800-2849,12429円,29分,157.9%,33件
38,2850-2899,13893円,27分,168.2%,48件
39,2900-2949,14746円,24分,181%,44件
