,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5077円,110分,106.2%,1543件
1,1450-1499,5701円,106分,107.2%,1458件
2,1500-1549,5645円,103分,107.3%,1454件
3,1550-1599,5790円,101分,107.7%,1335件
4,1600-1649,5785円,97分,107.9%,1347件
5,1650-1699,6076円,96分,108.4%,1269件
6,1700-1749,5504円,92分,107.9%,1261件
7,1750-1799,5969円,89分,108.9%,1192件
8,1800-1849,6129円,85分,109.6%,1204件
9,1850-1899,5961円,82分,109.7%,1177件
10,1900-1949,6115円,79分,110.3%,1119件
11,1950-1999,5951円,74分,110.7%,1143件
12,2000-2049,6405円,72分,111.8%,1100件
13,2050-2099,6266円,69分,112%,1087件
14,2100-2149,6841円,66分,113.7%,1076件
15,2150-2199,6738円,63分,114.2%,988件
16,2200-2249,6447円,60分,114.4%,970件
17,2250-2299,6878円,57分,116.1%,960件
18,2300-2349,7229円,52分,118.5%,968件
19,2350-2399,7341円,50分,119.6%,885件
20,2400-2449,7502円,47分,121.2%,938件
21,2450-2499,8163円,46分,123.9%,844件
22,2500-2549,8548円,45分,125.5%,826件
23,2550-2599,9030円,43分,128.3%,786件
24,2600-2649,9602円,41分,131.1%,700件
25,2650-2699,10309円,38分,135.9%,584件
26,2700-2749,10980円,36分,140.9%,514件
27,2750-2799,11655円,33分,147.4%,397件
28,2800-2849,12698円,30分,156.3%,300件
29,2850-2899,13615円,27分,168.1%,266件
30,2900-2949,14683円,24分,180.8%,182件
