,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,5421円,118分,106.1%,915件
1,1300-1349,5024円,114分,105.9%,816件
2,1350-1399,5521円,112分,106.6%,792件
3,1400-1449,6522円,109分,108%,738件
4,1450-1499,5910円,107分,107.4%,759件
5,1500-1549,5916円,103分,107.6%,782件
6,1550-1599,5844円,100分,107.8%,752件
7,1600-1649,6189円,97分,108.5%,733件
8,1650-1699,6844円,93分,109.8%,705件
9,1700-1749,7040円,91分,110.3%,689件
10,1750-1799,6499円,90分,109.6%,612件
11,1800-1849,6780円,85分,110.7%,641件
12,1850-1899,7445円,85分,111.7%,611件
13,1900-1949,6927円,78分,111.8%,597件
14,1950-1999,7259円,76分,112.7%,562件
15,2000-2049,6822円,72分,112.6%,551件
16,2050-2099,7684円,67分,115.3%,564件
17,2100-2149,7798円,64分,116.2%,559件
18,2150-2199,6736円,60分,115%,553件
19,2200-2249,7549円,58分,117.4%,525件
20,2250-2299,7489円,55分,118.1%,517件
21,2300-2349,7784円,51分,120.4%,529件
22,2350-2399,7363円,49分,120.1%,439件
23,2400-2449,7623円,47分,121.6%,486件
24,2450-2499,8392円,46分,124.5%,453件
25,2500-2549,8917円,43分,127.4%,449件
26,2550-2599,9511円,42分,130.1%,417件
27,2600-2649,9291円,40分,130.9%,444件
28,2650-2699,10191円,38分,135.6%,368件
29,2700-2749,11111円,36分,141.6%,388件
30,2750-2799,11736円,33分,147.8%,366件
31,2800-2849,12438円,31分,153.7%,327件
32,2850-2899,13639円,28分,165.4%,243件
33,2900-2949,14528円,24分,181.7%,189件
