,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-550円,151分,99.5%,18671件
1,400-449,-319円,151分,99.7%,5709件
2,450-499,195円,148分,100.2%,3014件
3,500-549,292円,145分,100.3%,2063件
4,550-599,361円,144分,100.3%,1729件
5,600-649,173円,142分,100.2%,1427件
6,650-699,499円,141分,100.5%,1407件
7,700-749,725円,137分,100.7%,1327件
8,750-799,745円,137分,100.7%,1374件
9,800-849,1108円,132分,101.1%,1227件
10,850-899,824円,131分,100.8%,1245件
11,900-949,1267円,129分,101.3%,1288件
12,950-999,1468円,129分,101.5%,1274件
13,1000-1049,1423円,125分,101.5%,1144件
14,1050-1099,1890円,120分,102.1%,1355件
15,1100-1149,2024円,118分,102.3%,1351件
16,1150-1199,2304円,117分,102.6%,1294件
17,1200-1249,2863円,115分,103.3%,1247件
18,1250-1299,3181円,114分,103.7%,1223件
19,1300-1349,2637円,111分,103.2%,1209件
20,1350-1399,2785円,108分,103.4%,1112件
21,1400-1449,3029円,104分,103.9%,1061件
22,1450-1499,3486円,103分,104.5%,998件
23,1500-1549,2942円,100分,103.9%,1018件
24,1550-1599,3702円,97分,105.1%,1023件
25,1600-1649,3541円,94分,105%,1003件
26,1650-1699,3912円,91分,105.8%,943件
27,1700-1749,4025円,89分,106.1%,864件
28,1750-1799,4356円,87分,106.7%,913件
29,1800-1849,4752円,83分,107.7%,863件
30,1850-1899,4520円,80分,107.6%,847件
31,1900-1949,5048円,78分,108.7%,867件
32,1950-1999,5085円,75分,109%,846件
33,2000-2049,5694円,71分,110.6%,772件
34,2050-2099,5674円,66分,111.4%,802件
35,2100-2149,5490円,62分,111.8%,787件
36,2150-2199,5501円,57分,112.9%,723件
37,2200-2249,6167円,54分,115.2%,719件
38,2250-2299,6315円,51分,116.4%,712件
39,2300-2349,6209円,48分,117.3%,678件
40,2350-2399,6392円,46分,118.7%,694件
41,2400-2449,7017円,43分,121.8%,652件
42,2450-2499,7157円,42分,122.9%,636件
43,2500-2549,7293円,41分,123.5%,613件
44,2550-2599,7940円,40分,126.4%,567件
45,2600-2649,8660円,37分,131.1%,609件
46,2650-2699,8796円,36分,132.6%,555件
47,2700-2749,9258円,33分,137.2%,575件
48,2750-2799,10100円,31分,142.8%,522件
49,2800-2849,9785円,32分,140.8%,461件
