,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2674円,159分,97.8%,3266件
1,250-299,-2703円,157分,97.7%,4200件
2,300-349,-2786円,157分,97.6%,3691件
3,350-399,-2144円,153分,98.1%,3484件
4,400-449,-2069円,152分,98.2%,3070件
5,450-499,-1970円,151分,98.3%,2818件
6,500-549,-1771円,149分,98.4%,2639件
7,550-599,-1295円,144分,98.8%,2510件
8,600-649,-1706円,145分,98.4%,2204件
9,650-699,-1297円,142分,98.8%,2147件
10,700-749,-691円,139分,99.3%,2020件
11,750-799,-434円,137分,99.6%,1906件
12,800-849,-640円,134分,99.4%,3452件
13,850-899,-550円,134分,99.5%,1960件
14,900-949,-515円,131分,99.5%,2026件
15,950-999,-178円,129分,99.8%,1730件
16,1000-1049,87円,127分,100.1%,1550件
17,1050-1099,375円,123分,100.4%,1536件
18,1100-1149,-87円,122分,99.9%,1487件
19,1150-1199,48円,119分,100.1%,1361件
20,1200-1249,867円,115分,101%,1414件
21,1250-1299,1392円,114分,101.6%,1270件
22,1300-1349,1045円,112分,101.2%,1304件
23,1350-1399,1261円,108分,101.6%,1291件
24,1400-1449,1287円,106分,101.6%,1262件
25,1450-1499,1374円,103分,101.8%,1265件
26,1500-1549,2210円,100分,103%,1203件
27,1550-1599,2317円,97分,103.2%,1196件
28,1600-1649,2522円,95分,103.5%,1086件
29,1650-1699,2604円,91分,103.8%,1111件
30,1700-1749,2749円,90分,104.1%,1040件
31,1750-1799,2506円,86分,103.9%,1045件
32,1800-1849,2994円,83分,104.8%,973件
33,1850-1899,3402円,80分,105.7%,1013件
34,1900-1949,3348円,76分,105.9%,963件
35,1950-1999,3692円,73分,106.7%,934件
36,2000-2049,3604円,69分,107%,952件
37,2050-2099,4023円,67分,108.1%,892件
38,2100-2149,4081円,64分,108.5%,895件
39,2150-2199,4639円,61分,110.2%,909件
40,2200-2249,4717円,57分,111%,800件
41,2250-2299,4429円,54分,111%,799件
42,2300-2349,5060円,51分,113.2%,786件
43,2350-2399,5611円,47分,115.9%,791件
44,2400-2449,6021円,46分,117.5%,730件
45,2450-2499,5837円,44分,117.6%,755件
46,2500-2549,6865円,42分,121.7%,696件
47,2550-2599,7338円,41分,123.7%,679件
48,2600-2649,7722円,39分,126.3%,634件
49,2650-2699,8298円,38分,129.5%,574件
50,2700-2749,9214円,34分,135.9%,479件
51,2750-2799,9956円,31分,142.3%,412件
52,2800-2849,10527円,28分,149.6%,329件
53,2850-2899,11867円,25分,162.1%,242件
54,2900-2949,12745円,22分,178.3%,188件
