,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,1501円,149分,101.3%,1097件
1,500-549,1523円,148分,101.4%,1127件
2,550-599,1648円,143分,101.5%,1159件
3,600-649,1738円,144分,101.6%,1205件
4,650-699,1276円,143分,101.2%,1153件
5,700-749,1959円,142分,101.8%,1220件
6,750-799,1810円,138分,101.8%,1175件
7,800-849,2927円,135分,102.9%,1125件
8,850-899,1748円,136分,101.7%,1331件
9,900-949,2180円,131分,102.2%,1295件
10,950-999,2235円,129分,102.3%,1341件
11,1000-1049,3026円,126分,103.2%,1192件
12,1050-1099,2716円,123分,102.9%,1180件
13,1100-1149,2922円,123分,103.2%,1052件
14,1150-1199,3218円,119分,103.6%,1028件
15,1200-1249,2923円,120分,103.3%,915件
16,1250-1299,2829円,113分,103.3%,861件
17,1300-1349,3447円,112分,104.1%,882件
18,1350-1399,3975円,109分,104.9%,801件
19,1400-1449,3348円,108分,104.1%,754件
20,1450-1499,3605円,106分,104.5%,789件
21,1500-1549,4503円,100分,106%,802件
22,1550-1599,4094円,97分,105.6%,748件
23,1600-1649,4846円,96分,106.7%,629件
24,1650-1699,4662円,93分,106.7%,630件
25,1700-1749,4893円,91分,107.2%,628件
26,1750-1799,4465円,88分,106.8%,612件
27,1800-1849,4743円,84分,107.6%,615件
28,1850-1899,5152円,80分,108.6%,569件
29,1900-1949,5199円,78分,108.9%,546件
30,1950-1999,5266円,72分,109.8%,542件
31,2000-2049,5384円,70分,110.2%,511件
32,2050-2099,5215円,67分,110.4%,508件
33,2100-2149,5518円,66分,111.2%,488件
34,2150-2199,5864円,61分,112.8%,476件
35,2200-2249,6227円,57分,114.7%,462件
36,2250-2299,6331円,55分,115.4%,462件
37,2300-2349,6531円,50分,117.3%,422件
38,2350-2399,6499円,49分,117.6%,407件
39,2400-2449,6544円,47分,118.7%,372件
40,2450-2499,7362円,45分,122%,386件
41,2500-2549,7575円,43分,123.4%,371件
42,2550-2599,8216円,42分,126.4%,358件
43,2600-2649,8807円,39分,129.9%,389件
44,2650-2699,9517円,37分,134.4%,350件
45,2700-2749,9988円,34分,138.9%,372件
46,2750-2799,11017円,32分,145.6%,325件
47,2800-2849,11548円,29分,152.4%,307件
48,2850-2899,12591円,26分,164.2%,282件
49,2900-2949,13471円,23分,178.8%,247件
