,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6149円,115分,107.2%,15件
1,1350-1399,7485円,94分,110.7%,18件
2,1400-1449,5844円,100分,107.8%,23件
3,1450-1499,7811円,102分,110.2%,13件
4,1500-1549,5759円,97分,107.9%,13件
5,1550-1599,7511円,97分,110.4%,21件
6,1600-1649,5029円,101分,106.6%,23件
7,1650-1699,7785円,88分,111.8%,33件
8,1700-1749,7229円,92分,110.5%,21件
9,1750-1799,6539円,92分,109.4%,26件
10,1800-1849,8348円,74分,115%,24件
11,1850-1899,7908円,74分,114.2%,27件
12,1900-1949,4241円,69分,108.2%,20件
13,1950-1999,8419円,72分,115.5%,26件
14,2000-2049,8554円,67分,117%,38件
15,2050-2099,9589円,62分,120.7%,31件
16,2100-2149,6770円,61分,114.7%,31件
17,2150-2199,8145円,57分,119.1%,32件
18,2200-2249,9265円,46分,126.6%,23件
19,2250-2299,8283円,45分,124.6%,27件
20,2300-2349,8366円,39分,128.6%,33件
21,2350-2399,9913円,43分,130.8%,34件
22,2400-2449,6374円,43分,119.7%,34件
23,2450-2499,6552円,43分,120.1%,23件
24,2500-2549,7650円,39分,125.9%,33件
25,2550-2599,7059円,40分,123.8%,39件
26,2600-2649,7912円,36分,129.4%,31件
27,2650-2699,8760円,34分,134.7%,22件
28,2700-2749,10413円,31分,145.5%,26件
29,2750-2799,9935円,31分,143%,21件
30,2800-2849,11061円,25分,158.1%,19件
31,2850-2899,11483円,24分,163%,23件
32,2900-2949,13602円,23分,179.4%,23件
