,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,7863円,123分,108.5%,661件
1,1150-1199,8276円,121分,109.1%,632件
2,1200-1249,7434円,116分,108.5%,572件
3,1250-1299,7607円,113分,109%,677件
4,1300-1349,7572円,110分,109.2%,614件
5,1350-1399,8230円,107分,110.2%,621件
6,1400-1449,9376円,104分,112%,613件
7,1450-1499,9220円,104分,111.9%,584件
8,1500-1549,9033円,103分,111.7%,595件
9,1550-1599,8688円,97分,112%,577件
10,1600-1649,8228円,92分,111.9%,494件
11,1650-1699,9321円,92分,113.5%,497件
12,1700-1749,8338円,88分,112.6%,500件
13,1750-1799,9461円,85分,114.8%,488件
14,1800-1849,8800円,83分,114.1%,509件
15,1850-1899,9292円,81分,115.4%,442件
16,1900-1949,9882円,77分,117%,426件
17,1950-1999,9907円,75分,117.6%,448件
18,2000-2049,9951円,73分,118.3%,421件
19,2050-2099,9585円,68分,118.8%,408件
20,2100-2149,10490円,66分,121.2%,440件
21,2150-2199,10420円,63分,122.2%,407件
22,2200-2249,10597円,59分,124%,373件
23,2250-2299,10399円,51分,127.1%,367件
24,2300-2349,10153円,45分,130.2%,369件
25,2350-2399,10193円,40分,133.7%,357件
26,2400-2449,10795円,40分,136.4%,327件
27,2450-2499,10658円,39分,136.9%,352件
28,2500-2549,10575円,38分,137.3%,344件
29,2550-2599,11298円,36分,141.7%,348件
30,2600-2649,12000円,34分,146.9%,306件
31,2650-2699,12094円,34分,147.9%,302件
32,2700-2749,12405円,32分,151.8%,311件
33,2750-2799,12928円,31分,156.2%,285件
34,2800-2849,13981円,28分,167.6%,305件
35,2850-2899,14034円,26分,173.3%,279件
36,2900-2949,14204円,23分,183.4%,227件
