,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3660円,132分,103.7%,1355件
1,1000-1049,3618円,128分,103.8%,1408件
2,1050-1099,4060円,127分,104.3%,1223件
3,1100-1149,4413円,125分,104.7%,1105件
4,1150-1199,4291円,121分,104.7%,1078件
5,1200-1249,4222円,120分,104.7%,1066件
6,1250-1299,3771円,117分,104.3%,966件
7,1300-1349,4673円,114分,105.5%,980件
8,1350-1399,5467円,112分,106.5%,879件
9,1400-1449,4768円,109分,105.8%,893件
10,1450-1499,4875円,105分,106.2%,910件
11,1500-1549,4933円,102分,106.4%,885件
12,1550-1599,5083円,99分,106.8%,901件
13,1600-1649,5913円,96分,108.2%,859件
14,1650-1699,5996円,94分,108.5%,841件
15,1700-1749,5667円,93分,108.2%,730件
16,1750-1799,6075円,88分,109.2%,778件
17,1800-1849,6294円,87分,109.6%,729件
18,1850-1899,5871円,81分,109.6%,709件
19,1900-1949,6255円,79分,110.6%,684件
20,1950-1999,6363円,76分,111.2%,675件
21,2000-2049,6918円,70分,113.1%,674件
22,2050-2099,6703円,68分,113.1%,658件
23,2100-2149,6049円,63分,112.7%,663件
24,2150-2199,6693円,61分,114.6%,615件
25,2200-2249,6802円,59分,115.5%,623件
26,2250-2299,7281円,54分,117.9%,645件
27,2300-2349,6831円,52分,117.7%,548件
28,2350-2399,6735円,49分,118.3%,571件
29,2400-2449,7500円,47分,121.1%,546件
30,2450-2499,8066円,45分,123.9%,542件
31,2500-2549,8556円,44分,126%,493件
32,2550-2599,8232円,43分,125.8%,519件
33,2600-2649,9342円,40分,131.2%,452件
34,2650-2699,10025円,38分,135.1%,460件
35,2700-2749,10586円,35分,140.2%,439件
36,2750-2799,11228円,34分,144.5%,389件
37,2800-2849,12401円,30分,154.9%,304件
38,2850-2899,13281円,26分,167.5%,276件
39,2900-2949,13660円,23分,178%,201件
