,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3403円,122分,103.7%,25件
1,950-999,4344円,128分,104.5%,28件
2,1000-1049,2399円,116分,102.8%,34件
3,1050-1099,4210円,124分,104.5%,38件
4,1100-1149,3675円,110分,104.5%,48件
5,1150-1199,5925円,112分,107.1%,39件
6,1200-1249,4338円,115分,105%,53件
7,1250-1299,2548円,106分,103.2%,50件
8,1300-1349,4376円,104分,105.6%,48件
9,1350-1399,5563円,102分,107.3%,65件
10,1400-1449,4677円,105分,105.9%,72件
11,1450-1499,5448円,100分,107.2%,74件
12,1500-1549,5074円,103分,106.6%,71件
13,1550-1599,4300円,97分,105.9%,83件
14,1600-1649,4460円,97分,106.2%,91件
15,1650-1699,5377円,88分,108.2%,84件
16,1700-1749,6045円,87分,109.3%,74件
17,1750-1799,4681円,90分,106.9%,82件
18,1800-1849,6263円,80分,110.5%,75件
19,1850-1899,5882円,83分,109.5%,82件
20,1900-1949,7187円,75分,112.7%,85件
21,1950-1999,5388円,73分,109.8%,75件
22,2000-2049,6995円,66分,114.2%,67件
23,2050-2099,8171円,68分,116%,83件
24,2100-2149,7002円,62分,115.1%,61件
25,2150-2199,4926円,60分,110.9%,62件
26,2200-2249,7104円,52分,118.1%,59件
27,2250-2299,9241円,45分,127.1%,67件
28,2300-2349,6882円,46分,120%,43件
29,2350-2399,8497円,41分,127.7%,48件
30,2400-2449,8593円,36分,131.4%,41件
31,2450-2499,7940円,42分,125.4%,38件
32,2500-2549,8517円,37分,130.6%,50件
33,2550-2599,9644円,36分,135.7%,53件
34,2600-2649,9740円,35分,137.2%,51件
35,2650-2699,9370円,37分,133.5%,39件
36,2700-2749,9947円,33分,139.7%,40件
37,2750-2799,10561円,31分,145.4%,45件
38,2800-2849,10970円,28分,152.9%,41件
39,2850-2899,12139円,25分,164.4%,28件
40,2900-2949,12178円,20分,179.9%,36件
