,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,958円,140分,100.9%,256件
1,550-599,-22円,145分,100%,410件
2,600-649,-267円,143分,99.8%,491件
3,650-699,1099円,135分,101.1%,535件
4,700-749,245円,136分,100.2%,520件
5,750-799,255円,133分,100.3%,542件
6,800-849,911円,132分,100.9%,550件
7,850-899,508円,133分,100.5%,570件
8,900-949,1253円,128分,101.3%,565件
9,950-999,1053円,127分,101.1%,548件
10,1000-1049,2140円,122分,102.3%,525件
11,1050-1099,1033円,125分,101.1%,640件
12,1100-1149,1551円,117分,101.8%,617件
13,1150-1199,1654円,117分,101.9%,666件
14,1200-1249,2482円,115分,102.9%,554件
15,1250-1299,2120円,110分,102.6%,571件
16,1300-1349,2423円,111分,102.9%,508件
17,1350-1399,2452円,107分,103%,487件
18,1400-1449,2717円,107分,103.4%,413件
19,1450-1499,2547円,101分,103.4%,400件
20,1500-1549,3245円,99分,104.4%,416件
21,1550-1599,3482円,96分,104.8%,346件
22,1600-1649,3307円,95分,104.7%,366件
23,1650-1699,3853円,91分,105.6%,393件
24,1700-1749,4112円,86分,106.4%,373件
25,1750-1799,4160円,86分,106.5%,374件
26,1800-1849,4485円,82分,107.3%,286件
27,1850-1899,4662円,79分,107.9%,307件
28,1900-1949,5153円,76分,109.1%,292件
29,1950-1999,5653円,72分,110.5%,302件
30,2000-2049,4759円,69分,109.2%,292件
31,2050-2099,5605円,66分,111.3%,267件
32,2100-2149,5608円,62分,112.1%,273件
33,2150-2199,5744円,57分,113.5%,273件
34,2200-2249,5760円,54分,114.2%,246件
35,2250-2299,6460円,49分,117.7%,243件
36,2300-2349,6660円,49分,118.3%,235件
37,2350-2399,6250円,45分,118.5%,220件
38,2400-2449,7206円,42分,122.9%,204件
39,2450-2499,7274円,43分,122.6%,208件
40,2500-2549,8000円,42分,125.4%,195件
41,2550-2599,8307円,40分,127.4%,188件
42,2600-2649,8381円,38分,129.4%,192件
43,2650-2699,9032円,36分,133%,192件
44,2700-2749,9574円,34分,138.1%,176件
45,2750-2799,10377円,31分,144.2%,154件
46,2800-2849,11064円,29分,151.5%,187件
47,2850-2899,11997円,26分,162.5%,162件
48,2900-2949,12749円,21分,179.4%,156件
