,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5717円,111分,106.8%,193件
1,1450-1499,6548円,107分,108.1%,180件
2,1500-1549,6725円,104分,108.6%,150件
3,1550-1599,6130円,105分,107.8%,158件
4,1600-1649,6833円,97分,109.4%,157件
5,1650-1699,6747円,96分,109.3%,178件
6,1700-1749,8339円,89分,112.5%,181件
7,1750-1799,5454円,90分,108.1%,156件
8,1800-1849,8861円,83分,114.3%,164件
9,1850-1899,8205円,81分,113.4%,156件
10,1900-1949,7307円,78分,112.5%,131件
11,1950-1999,6967円,75分,112.5%,137件
12,2000-2049,7553円,68分,114.7%,127件
13,2050-2099,8483円,66分,117.2%,139件
14,2100-2149,8304円,64分,117.3%,102件
15,2150-2199,9244円,60分,120.5%,112件
16,2200-2249,8058円,53分,120.1%,94件
17,2250-2299,8688円,54分,121.6%,100件
18,2300-2349,7547円,49分,120.5%,96件
19,2350-2399,8303円,46分,123.8%,104件
20,2400-2449,7217円,50分,119.2%,94件
21,2450-2499,9194円,43分,128.5%,87件
22,2500-2549,9255円,43分,128.9%,92件
23,2550-2599,9360円,41分,130.2%,90件
24,2600-2649,9486円,41分,131.2%,85件
25,2650-2699,10686円,35分,140.3%,69件
26,2700-2749,10572円,35分,140.4%,86件
27,2750-2799,11693円,34分,146.2%,75件
28,2800-2849,12952円,29分,159.1%,71件
29,2850-2899,13484円,27分,167.5%,52件
30,2900-2949,14957円,24分,183.1%,63件
