,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,5194円,118分,105.9%,809件
1,1200-1249,5240円,121分,105.8%,736件
2,1250-1299,5811円,116分,106.7%,713件
3,1300-1349,5900円,116分,106.8%,628件
4,1350-1399,5045円,111分,106.1%,578件
5,1400-1449,5475円,107分,106.8%,586件
6,1450-1499,6391円,105分,108.1%,537件
7,1500-1549,5440円,104分,107%,507件
8,1550-1599,6137円,100分,108.1%,556件
9,1600-1649,6174円,96分,108.6%,532件
10,1650-1699,6133円,94分,108.7%,526件
11,1700-1749,6925円,92分,110%,430件
12,1750-1799,6707円,88分,110.1%,447件
13,1800-1849,7149円,85分,111.2%,442件
14,1850-1899,6738円,82分,110.9%,432件
15,1900-1949,6510円,78分,111.1%,423件
16,1950-1999,7273円,74分,113.1%,392件
17,2000-2049,7216円,72分,113.4%,376件
18,2050-2099,6742円,67分,113.5%,377件
19,2100-2149,7001円,64分,114.5%,355件
20,2150-2199,6987円,60分,115.6%,351件
21,2200-2249,7546円,58分,117.4%,329件
22,2250-2299,7246円,54分,117.8%,320件
23,2300-2349,7864円,50分,121.1%,318件
24,2350-2399,8127円,47分,122.9%,312件
25,2400-2449,8386円,47分,123.9%,276件
26,2450-2499,8351円,46分,124.5%,269件
27,2500-2549,8454円,44分,125.7%,264件
28,2550-2599,9609円,41分,131.3%,286件
29,2600-2649,9510円,40分,131.6%,241件
30,2650-2699,10565円,37分,137.8%,232件
31,2700-2749,11049円,35分,141.7%,269件
32,2750-2799,11842円,33分,148%,236件
33,2800-2849,12374円,29分,156%,250件
34,2850-2899,13506円,27分,166.7%,210件
35,2900-2949,14176円,23分,181.1%,197件
