,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,5750円,102分,107.5%,2020件
1,1550-1599,6119円,101分,108.1%,1925件
2,1600-1649,5509円,98分,107.5%,1894件
3,1650-1699,5983円,94分,108.5%,1804件
4,1700-1749,6072円,92分,108.8%,1804件
5,1750-1799,5583円,88分,108.5%,1732件
6,1800-1849,5779円,85分,109.1%,1697件
7,1850-1899,6079円,81分,110%,1721件
8,1900-1949,6418円,79分,110.8%,1624件
9,1950-1999,6028円,76分,110.6%,1619件
10,2000-2049,6640円,73分,112.1%,1587件
11,2050-2099,6567円,70分,112.5%,1463件
12,2100-2149,6354円,67分,112.7%,1448件
13,2150-2199,7053円,64分,114.7%,1441件
14,2200-2249,6899円,59分,115.5%,1422件
15,2250-2299,6903円,56分,116.3%,1324件
16,2300-2349,7056円,53分,117.9%,1348件
17,2350-2399,7453円,49分,120.1%,1247件
18,2400-2449,7870円,47分,122.2%,1269件
19,2450-2499,8167円,46分,123.7%,1190件
20,2500-2549,8870円,44分,126.8%,1088件
21,2550-2599,9225円,42分,129.5%,880件
22,2600-2649,9639円,40分,131.8%,781件
23,2650-2699,10187円,38分,135.7%,584件
24,2700-2749,11248円,36分,141.7%,481件
25,2750-2799,11777円,33分,147.7%,379件
26,2800-2849,13006円,30分,156.9%,333件
27,2850-2899,13515円,28分,164.4%,258件
28,2900-2949,14465円,25分,177.8%,177件
