,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3831円,133分,103.9%,903件
1,1000-1049,4496円,126分,104.8%,896件
2,1050-1099,4321円,126分,104.6%,944件
3,1100-1149,4880円,123分,105.3%,805件
4,1150-1199,4736円,118分,105.4%,809件
5,1200-1249,4771円,120分,105.3%,736件
6,1250-1299,5354円,116分,106.2%,713件
7,1300-1349,5444円,115分,106.3%,628件
8,1350-1399,4620円,110分,105.6%,578件
9,1400-1449,5060円,106分,106.4%,586件
10,1450-1499,5971円,105分,107.6%,537件
11,1500-1549,5034円,104分,106.5%,507件
12,1550-1599,5736円,100分,107.6%,556件
13,1600-1649,5793円,96分,108.1%,532件
14,1650-1699,5760円,94分,108.2%,526件
15,1700-1749,6548円,92分,109.5%,430件
16,1750-1799,6351円,88分,109.6%,447件
17,1800-1849,6794円,85分,110.7%,442件
18,1850-1899,6403円,82分,110.4%,432件
19,1900-1949,6196円,78分,110.6%,423件
20,1950-1999,6966円,74分,112.6%,392件
21,2000-2049,6916円,72分,112.9%,376件
22,2050-2099,6470円,66分,113%,377件
23,2100-2149,6735円,64分,114%,355件
24,2150-2199,6743円,59分,115.1%,351件
25,2200-2249,7302円,57分,116.9%,329件
26,2250-2299,7016円,54分,117.3%,320件
27,2300-2349,7645円,49分,120.6%,318件
28,2350-2399,7919円,47分,122.4%,312件
29,2400-2449,8181円,47分,123.4%,276件
30,2450-2499,8148円,45分,124%,269件
31,2500-2549,8250円,44分,125.2%,264件
32,2550-2599,9406円,41分,130.7%,286件
33,2600-2649,9307円,40分,131.1%,241件
34,2650-2699,10362円,37分,137.3%,232件
35,2700-2749,10845円,35分,141.2%,269件
36,2750-2799,11638円,33分,147.4%,236件
37,2800-2849,12171円,29分,155.4%,250件
38,2850-2899,13302円,27分,166.2%,210件
39,2900-2949,13972円,23分,180.6%,197件
