,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,7492円,116分,108.6%,15件
1,1350-1399,8621円,95分,112.1%,18件
2,1400-1449,7015円,101分,109.3%,23件
3,1450-1499,9090円,103分,111.7%,13件
4,1500-1549,6926円,99分,109.4%,13件
5,1550-1599,8720円,98分,111.9%,21件
6,1600-1649,6207円,102分,108.1%,23件
7,1650-1699,8883円,89分,113.3%,33件
8,1700-1749,8382円,93分,112%,21件
9,1750-1799,7659円,93分,110.9%,26件
10,1800-1849,9311円,75分,116.6%,24件
11,1850-1899,8853円,75分,115.7%,27件
12,1900-1949,5050円,70分,109.7%,20件
13,1950-1999,9348円,73分,117%,26件
14,2000-2049,9451円,68分,118.6%,38件
15,2050-2099,10471円,63分,122.3%,31件
16,2100-2149,7537円,62分,116.2%,31件
17,2150-2199,8899円,58分,120.6%,32件
18,2200-2249,9981円,47分,128.3%,23件
19,2250-2299,8910円,45分,126.1%,27件
20,2300-2349,8959円,40分,130.2%,33件
21,2350-2399,10550円,44分,132.3%,34件
22,2400-2449,6903円,44分,121.1%,34件
23,2450-2499,7080円,44分,121.5%,23件
24,2500-2549,8179円,40分,127.4%,33件
25,2550-2599,7588円,40分,125.2%,39件
26,2600-2649,8441円,36分,130.9%,31件
27,2650-2699,9289円,34分,136.3%,22件
28,2700-2749,10942円,31分,147.1%,26件
29,2750-2799,10464円,31分,144.6%,21件
30,2800-2849,11589円,26分,159.8%,19件
31,2850-2899,12011円,25分,164.6%,23件
32,2900-2949,14131円,23分,180.8%,23件
