,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,4367円,142分,104.1%,1796件
1,650-699,4361円,141分,104.1%,1224件
2,700-749,4331円,138分,104.2%,1020件
3,750-799,4560円,137分,104.5%,858件
4,800-849,4816円,134分,104.8%,810件
5,850-899,5090円,130分,105.2%,796件
6,900-949,4767円,129分,104.9%,803件
7,950-999,5119円,127分,105.4%,731件
8,1000-1049,5014円,124分,105.4%,719件
9,1050-1099,5334円,124分,105.7%,770件
10,1100-1149,5851円,123分,106.3%,743件
11,1150-1199,5197円,118分,105.9%,683件
12,1200-1249,5405円,114分,106.3%,798件
13,1250-1299,5664円,112分,106.7%,742件
14,1300-1349,6127円,110分,107.4%,727件
15,1350-1399,7165円,107分,109%,738件
16,1400-1449,7354円,106分,109.3%,709件
17,1450-1499,6538円,105分,108.3%,716件
18,1500-1549,6744円,99分,109.1%,677件
19,1550-1599,6096円,96分,108.5%,596件
20,1600-1649,7372円,95分,110.3%,587件
21,1650-1699,6515円,91分,109.6%,602件
22,1700-1749,7143円,89分,110.8%,576件
23,1750-1799,7015円,86分,110.9%,606件
24,1800-1849,7577円,83分,112.2%,532件
25,1850-1899,8148円,79分,113.7%,508件
26,1900-1949,8094円,78分,113.9%,536件
27,1950-1999,8273円,75分,114.7%,509件
28,2000-2049,8054円,71分,115.1%,482件
29,2050-2099,8630円,70分,116.5%,516件
30,2100-2149,8632円,66分,117.6%,506件
31,2150-2199,8977円,62分,119.4%,437件
32,2200-2249,8667円,55分,121%,442件
33,2250-2299,8390円,49分,122.7%,435件
34,2300-2349,8855円,44分,126.9%,428件
35,2350-2399,9252円,42分,129.1%,402件
36,2400-2449,9011円,42分,128.9%,404件
37,2450-2499,9117円,40分,130.4%,406件
38,2500-2549,9693円,38分,133.7%,419件
39,2550-2599,10269円,37分,137.5%,372件
40,2600-2649,10436円,36分,138.9%,374件
41,2650-2699,10821円,35分,141.5%,366件
42,2700-2749,11146円,33分,144.5%,334件
43,2750-2799,12268円,30分,153.8%,363件
44,2800-2849,12383円,28分,158.3%,331件
45,2850-2899,12743円,25分,167%,307件
46,2900-2949,13686円,23分,179.4%,285件
