,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1206円,158分,99%,251件
1,300-349,-1414円,156分,98.8%,355件
2,350-399,-1367円,156分,98.8%,415件
3,400-449,-721円,145分,99.3%,531件
4,450-499,-1825円,149分,98.4%,595件
5,500-549,-408円,146分,99.6%,666件
6,550-599,-689円,146分,99.4%,692件
7,600-649,-219円,143分,99.8%,792件
8,650-699,-659円,142分,99.4%,805件
9,700-749,20円,138分,100%,841件
10,750-799,372円,136分,100.4%,950件
11,800-849,-229円,136分,99.8%,949件
12,850-899,-147円,135分,99.9%,1041件
13,900-949,465円,129分,100.5%,1069件
14,950-999,484円,131分,100.5%,1070件
15,1000-1049,575円,126分,100.6%,1050件
16,1050-1099,815円,124分,100.9%,981件
17,1100-1149,1123円,124分,101.2%,946件
18,1150-1199,1118円,118分,101.3%,973件
19,1200-1249,1622円,115分,101.9%,904件
20,1250-1299,1411円,113分,101.7%,864件
21,1300-1349,1326円,112分,101.6%,872件
22,1350-1399,1613円,110分,102%,846件
23,1400-1449,2219円,105分,102.8%,798件
24,1450-1499,2289円,103分,103%,841件
25,1500-1549,2416円,102分,103.2%,773件
26,1550-1599,2355円,96分,103.3%,719件
27,1600-1649,2816円,95分,104%,658件
28,1650-1699,3212円,92分,104.6%,651件
29,1700-1749,3981円,87分,106.1%,592件
30,1750-1799,3245円,86分,105%,549件
31,1800-1849,4200円,83分,106.7%,529件
32,1850-1899,3795円,80分,106.4%,533件
33,1900-1949,3892円,76分,106.8%,532件
34,1950-1999,4122円,72分,107.6%,511件
35,2000-2049,4442円,70分,108.5%,498件
36,2050-2099,4169円,67分,108.3%,468件
37,2100-2149,5212円,63分,111.1%,446件
38,2150-2199,4386円,62分,109.4%,442件
39,2200-2249,5510円,58分,112.7%,399件
40,2250-2299,4508円,55分,111%,404件
41,2300-2349,5329円,51分,114%,387件
42,2350-2399,6010円,46分,117.4%,395件
43,2400-2449,5857円,46分,116.8%,451件
44,2450-2499,6133円,45分,118.4%,360件
45,2500-2549,7128円,42分,122.7%,333件
46,2550-2599,7445円,41分,124%,335件
47,2600-2649,8417円,38分,129.5%,338件
48,2650-2699,8736円,36分,132.1%,309件
49,2700-2749,9476円,33分,138.1%,298件
50,2750-2799,10503円,32分,143.4%,284件
51,2800-2849,11235円,29分,152.4%,290件
52,2850-2899,12422円,26分,164.9%,255件
53,2900-2949,12965円,23分,173.9%,187件
