,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,8999円,104分,111.5%,28件
1,1300-1349,13285円,110分,116.1%,28件
2,1350-1399,10367円,105分,113.2%,28件
3,1400-1449,9240円,99分,112.4%,23件
4,1450-1499,11221円,97分,115.5%,35件
5,1500-1549,10349円,97分,114.2%,34件
6,1550-1599,12511円,91分,118.3%,39件
7,1600-1649,12656円,94分,117.9%,47件
8,1650-1699,10066円,94分,114.3%,41件
9,1700-1749,10849円,89分,116.2%,50件
10,1750-1799,10290円,88分,115.6%,50件
11,1800-1849,11796円,84分,118.8%,54件
12,1850-1899,12425円,75分,122.1%,47件
13,1900-1949,10139円,82分,116.5%,46件
14,1950-1999,11842円,73分,121.7%,44件
15,2000-2049,10126円,74分,118.3%,48件
16,2050-2099,10756円,67分,121.5%,44件
17,2100-2149,9908円,64分,120.5%,42件
18,2150-2199,12166円,59分,127.3%,35件
19,2200-2249,12814円,59分,128.9%,50件
20,2250-2299,10482円,51分,127.5%,27件
21,2300-2349,10773円,48分,129.8%,44件
22,2350-2399,12567円,41分,140.7%,40件
23,2400-2449,13785円,33分,155.6%,36件
24,2450-2499,9604円,42分,130.3%,24件
25,2500-2549,13407円,32分,155.4%,31件
26,2550-2599,12722円,30分,157.1%,24件
27,2600-2649,12891円,34分,151.3%,26件
28,2650-2699,12899円,33分,152.8%,22件
29,2700-2749,13985円,31分,160.7%,33件
30,2750-2799,14579円,27分,172.8%,29件
31,2800-2849,14350円,29分,165.2%,24件
32,2850-2899,15012円,25分,181.1%,23件
33,2900-2949,15297円,23分,188.1%,25件
