,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5155円,108分,106.3%,2079件
1,1450-1499,5335円,105分,106.8%,1951件
2,1500-1549,5572円,103分,107.2%,1882件
3,1550-1599,5971円,101分,107.9%,1949件
4,1600-1649,6076円,97分,108.3%,1820件
5,1650-1699,6155円,94分,108.7%,1841件
6,1700-1749,6141円,92分,108.9%,1845件
7,1750-1799,5811円,90分,108.6%,1704件
8,1800-1849,6467円,86分,110.1%,1645件
9,1850-1899,6053円,82分,109.8%,1663件
10,1900-1949,6209円,79分,110.5%,1623件
11,1950-1999,5995円,74分,110.8%,1516件
12,2000-2049,6677円,71分,112.5%,1554件
13,2050-2099,6959円,68分,113.6%,1482件
14,2100-2149,6784円,65分,113.8%,1458件
15,2150-2199,6590円,62分,114.2%,1415件
16,2200-2249,6965円,59分,115.8%,1415件
17,2250-2299,7096円,55分,117.2%,1367件
18,2300-2349,7092円,52分,118.1%,1262件
19,2350-2399,7614円,48分,121.2%,1279件
20,2400-2449,7444円,48分,120.9%,1228件
21,2450-2499,7941円,46分,123.2%,1206件
22,2500-2549,8483円,43分,126.2%,1217件
23,2550-2599,8956円,42分,128.4%,1171件
24,2600-2649,8855円,42分,128.1%,938件
