,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-2172円,164分,98.2%,7376件
1,150-199,-2230円,162分,98.2%,6500件
2,200-249,-1719円,159分,98.6%,6166件
3,250-299,-1623円,158分,98.6%,5332件
4,300-349,-1482円,155分,98.7%,4939件
5,350-399,-1451円,154分,98.7%,4558件
6,400-449,-1309円,152分,98.8%,4320件
7,450-499,-1081円,149分,99%,3944件
8,500-549,-978円,148分,99.1%,3785件
9,550-599,-539円,145分,99.5%,3537件
10,600-649,-445円,144分,99.6%,3332件
11,650-699,-393円,141分,99.6%,6169件
12,700-749,-419円,141分,99.6%,3485件
13,750-799,-391円,139分,99.6%,3527件
14,800-849,71円,136分,100.1%,2996件
15,850-899,327円,132分,100.3%,2731件
16,900-949,180円,130分,100.2%,2661件
17,950-999,28円,130分,100%,2508件
18,1000-1049,447円,125分,100.5%,2456件
19,1050-1099,748円,123分,100.8%,2499件
20,1100-1149,1527円,121分,101.7%,2339件
21,1150-1199,1049円,119分,101.2%,2370件
22,1200-1249,1570円,115分,101.8%,2319件
23,1250-1299,1341円,113分,101.6%,2234件
24,1300-1349,1456円,111分,101.7%,2274件
25,1350-1399,2113円,108分,102.6%,2128件
26,1400-1449,2281円,106分,102.9%,2150件
27,1450-1499,2237円,104分,102.9%,1995件
28,1500-1549,2642円,99分,103.6%,2020件
29,1550-1599,3010円,98分,104.1%,1925件
30,1600-1649,2542円,95分,103.6%,1894件
31,1650-1699,3083円,92分,104.5%,1804件
32,1700-1749,3249円,89分,104.9%,1804件
33,1750-1799,2918円,86分,104.5%,1732件
34,1800-1849,3198円,82分,105.2%,1697件
35,1850-1899,3572円,79分,106%,1721件
36,1900-1949,3951円,77分,106.8%,1624件
37,1950-1999,3697円,74分,106.7%,1619件
38,2000-2049,4342円,71分,108.2%,1587件
39,2050-2099,4353円,68分,108.5%,1463件
40,2100-2149,4264円,65分,108.8%,1448件
41,2150-2199,4996円,62分,110.7%,1441件
42,2200-2249,4998円,58分,111.6%,1422件
43,2250-2299,5098円,55分,112.4%,1324件
44,2300-2349,5327円,51分,113.9%,1348件
45,2350-2399,5791円,48分,116.1%,1247件
46,2400-2449,6245円,46分,118.2%,1269件
47,2450-2499,6545円,45分,119.6%,1190件
48,2500-2549,7248円,43分,122.7%,1088件
49,2550-2599,7603円,40分,125.2%,880件
50,2600-2649,8017円,39分,127.5%,781件
51,2650-2699,8564円,37分,131.2%,584件
52,2700-2749,9626円,35分,137.2%,481件
53,2750-2799,10155円,31分,143%,379件
54,2800-2849,11384円,29分,152.3%,333件
55,2850-2899,11893円,27分,159.8%,258件
56,2900-2949,12842円,23分,173.3%,177件
