,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,4725円,124分,105.1%,1110件
1,1200-1249,4446円,118分,105%,1065件
2,1250-1299,5047円,117分,105.8%,1073件
3,1300-1349,5195円,114分,106.1%,992件
4,1350-1399,4928円,112分,105.9%,938件
5,1400-1449,5530円,108分,106.8%,990件
6,1450-1499,6028円,104分,107.7%,995件
7,1500-1549,5405円,102分,107%,900件
8,1550-1599,6121円,101分,108.1%,760件
9,1600-1649,5752円,98分,107.8%,778件
10,1650-1699,6064円,95分,108.5%,786件
11,1700-1749,5504円,91分,108%,739件
12,1750-1799,5993円,88分,109%,768件
13,1800-1849,6228円,85分,109.8%,700件
14,1850-1899,6662円,81分,110.9%,680件
15,1900-1949,6257円,76分,110.9%,677件
16,1950-1999,6339円,75分,111.2%,619件
17,2000-2049,6392円,71分,112%,634件
18,2050-2099,6185円,70分,111.7%,594件
19,2100-2149,6862円,66分,113.9%,586件
20,2150-2199,7400円,61分,116.1%,573件
21,2200-2249,7076円,60分,115.8%,578件
22,2250-2299,6970円,55分,116.8%,501件
23,2300-2349,7443円,52分,118.9%,514件
24,2350-2399,7036円,50分,118.9%,463件
25,2400-2449,7570円,47分,121.5%,474件
26,2450-2499,8003円,45分,123.6%,460件
27,2500-2549,8409円,44分,125.5%,437件
28,2550-2599,9064円,42分,128.6%,469件
29,2600-2649,9978円,39分,134.1%,437件
30,2650-2699,10195円,37分,136.6%,471件
31,2700-2749,11149円,35分,141.9%,400件
32,2750-2799,11619円,33分,146.5%,381件
33,2800-2849,12641円,30分,156.1%,355件
34,2850-2899,13408円,27分,166.3%,327件
35,2900-2949,14553円,24分,180.7%,252件
