,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,6291円,123分,106.8%,64件
1,1200-1249,3971円,115分,104.6%,57件
2,1250-1299,6486円,112分,107.7%,65件
3,1300-1349,8121円,107分,110.1%,82件
4,1350-1399,7132円,111分,108.6%,84件
5,1400-1449,8096円,107分,110%,86件
6,1450-1499,7927円,107分,109.9%,86件
7,1500-1549,6682円,102分,108.7%,95件
8,1550-1599,6297円,103分,108.2%,109件
9,1600-1649,7112円,95分,110%,95件
10,1650-1699,7153円,94分,110.2%,85件
11,1700-1749,7106円,96分,109.9%,100件
12,1750-1799,8644円,85分,113.6%,93件
13,1800-1849,7738円,87分,111.8%,99件
14,1850-1899,9299円,79分,115.7%,105件
15,1900-1949,6319円,79分,110.7%,88件
16,1950-1999,9231円,70分,117.5%,84件
17,2000-2049,9628円,74分,117.3%,99件
18,2050-2099,8373円,66分,116.9%,72件
19,2100-2149,7237円,66分,114.7%,77件
20,2150-2199,7690円,59分,117.4%,68件
21,2200-2249,10109円,53分,125.7%,84件
22,2250-2299,7840円,51分,120.5%,48件
23,2300-2349,9480円,46分,127.3%,61件
24,2350-2399,9408円,42分,129.7%,51件
25,2400-2449,9220円,44分,128.3%,50件
26,2450-2499,9215円,40分,130.4%,57件
27,2500-2549,10207円,40分,134%,60件
28,2550-2599,9876円,41分,132.3%,61件
29,2600-2649,9901円,41分,132%,46件
30,2650-2699,10149円,38分,135.2%,49件
31,2700-2749,11043円,35分,142%,52件
32,2750-2799,11504円,32分,147.3%,47件
33,2800-2849,12123円,29分,155.2%,33件
34,2850-2899,12893円,25分,168.5%,50件
35,2900-2949,14578円,25分,176.9%,38件
