,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-3183円,162分,97.4%,592件
1,150-199,-2075円,159分,98.3%,1059件
2,200-249,-2878円,159分,97.6%,1493件
3,250-299,-2499円,156分,97.9%,1761件
4,300-349,-1974円,153分,98.3%,1978件
5,350-399,-1686円,151分,98.5%,2042件
6,400-449,-1495円,148分,98.7%,2078件
7,450-499,-1430円,149分,98.7%,2172件
8,500-549,-1206円,146分,98.9%,2171件
9,550-599,-1322円,145分,98.8%,2160件
10,600-649,-1168円,142分,98.9%,2136件
11,650-699,-204円,139分,99.8%,2149件
12,700-749,-1101円,138分,98.9%,2480件
13,750-799,-516円,135分,99.5%,2425件
14,800-849,-711円,134分,99.3%,2420件
15,850-899,-4円,130分,100%,2269件
16,900-949,-145円,130分,99.9%,2168件
17,950-999,118円,127分,100.1%,1910件
18,1000-1049,235円,125分,100.3%,1854件
19,1050-1099,459円,125分,100.5%,1723件
20,1100-1149,301円,119分,100.3%,1605件
21,1150-1199,923円,118分,101%,1615件
22,1200-1249,1101円,115分,101.3%,1513件
23,1250-1299,1156円,114分,101.3%,1436件
24,1300-1349,1203円,110分,101.5%,1493件
25,1350-1399,1912円,107分,102.4%,1463件
26,1400-1449,1294円,104分,101.7%,1346件
27,1450-1499,2147円,103分,102.8%,1168件
28,1500-1549,2221円,101分,102.9%,1192件
29,1550-1599,2377円,99分,103.2%,1206件
30,1600-1649,2336円,94分,103.3%,1112件
31,1650-1699,2833円,90分,104.2%,1160件
32,1700-1749,3022円,88分,104.6%,1045件
33,1750-1799,3676円,85分,105.8%,1053件
34,1800-1849,3167円,81分,105.2%,1044件
35,1850-1899,3475円,79分,105.9%,949件
36,1900-1949,3564円,75分,106.3%,984件
37,1950-1999,3610円,74分,106.5%,939件
38,2000-2049,4138円,70分,107.9%,909件
39,2050-2099,4722円,67分,109.4%,850件
40,2100-2149,4613円,64分,109.6%,886件
41,2150-2199,5005円,61分,111%,791件
42,2200-2249,4690円,58分,110.8%,773件
43,2250-2299,5062円,54分,112.4%,717件
44,2300-2349,5601円,49分,115.1%,733件
45,2350-2399,5503円,47分,115.6%,717件
46,2400-2449,5851円,46分,117.1%,676件
47,2450-2499,6735円,43分,120.8%,734件
48,2500-2549,7346円,41分,123.7%,688件
49,2550-2599,7261円,40分,124.1%,676件
50,2600-2649,8141円,38分,128.4%,600件
51,2650-2699,8601円,36分,131.5%,592件
52,2700-2749,9382円,34分,137.1%,530件
53,2750-2799,10010円,32分,141.8%,482件
54,2800-2849,11026円,29分,151.3%,420件
55,2850-2899,11739円,25分,161.8%,364件
56,2900-2949,12675円,23分,174.6%,278件
