,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4201円,136分,104.1%,61件
1,950-999,4260円,131分,104.3%,79件
2,1000-1049,4433円,128分,104.6%,82件
3,1050-1099,4058円,128分,104.2%,101件
4,1100-1149,5377円,129分,105.6%,116件
5,1150-1199,4727円,122分,105.1%,122件
6,1200-1249,5635円,112分,106.7%,130件
7,1250-1299,5749円,116分,106.6%,135件
8,1300-1349,5720円,108分,107%,127件
9,1350-1399,5191円,110分,106.3%,135件
10,1400-1449,3775円,108分,104.7%,154件
11,1450-1499,4677円,105分,106%,138件
12,1500-1549,5420円,100分,107.2%,173件
13,1550-1599,5506円,97分,107.5%,152件
14,1600-1649,6140円,97分,108.4%,166件
15,1650-1699,6793円,96分,109.5%,161件
16,1700-1749,6241円,90分,109.2%,139件
17,1750-1799,5298円,87分,108.2%,165件
18,1800-1849,5976円,81分,109.8%,173件
19,1850-1899,5580円,80分,109.3%,155件
20,1900-1949,7016円,77分,112.1%,147件
21,1950-1999,6248円,74分,111.2%,119件
22,2000-2049,4768円,73分,108.7%,123件
23,2050-2099,6820円,69分,113.1%,123件
24,2100-2149,7008円,67分,114%,109件
25,2150-2199,7082円,59分,115.9%,132件
26,2200-2249,6960円,57分,116.2%,104件
27,2250-2299,7567円,51分,119.7%,103件
28,2300-2349,6956円,51分,118%,111件
29,2350-2399,7657円,47分,121.8%,98件
30,2400-2449,7824円,46分,122.8%,82件
31,2450-2499,7736円,45分,122.8%,95件
32,2500-2549,8297円,43分,125.5%,94件
33,2550-2599,7965円,42分,125.2%,80件
34,2600-2649,9738円,39分,133.6%,75件
35,2650-2699,9913円,38分,135.1%,66件
36,2700-2749,10917円,34分,143.3%,68件
37,2750-2799,11597円,34分,145.7%,93件
38,2800-2849,12017円,30分,153.5%,76件
39,2850-2899,13460円,27分,166.6%,61件
40,2900-2949,14679円,24分,182.7%,60件
