,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-2474円,156分,97.9%,2701件
1,300-349,-2460円,155分,97.9%,3527件
2,350-399,-2395円,154分,97.9%,3180件
3,400-449,-1751円,150分,98.4%,2982件
4,450-499,-1876円,150分,98.3%,2564件
5,500-549,-1874円,148分,98.3%,2340件
6,550-599,-1635円,146分,98.5%,2199件
7,600-649,-1155円,142分,98.9%,2101件
8,650-699,-1450円,143分,98.6%,1842件
9,700-749,-1122円,140分,98.9%,1804件
10,750-799,-563円,137分,99.5%,1665件
11,800-849,-168円,134分,99.8%,1609件
12,850-899,-436円,131分,99.6%,2851件
13,900-949,-286円,131分,99.7%,1650件
14,950-999,-306円,128分,99.7%,1700件
15,1000-1049,132円,126分,100.1%,1464件
16,1050-1099,385円,123分,100.4%,1312件
17,1100-1149,469円,121分,100.5%,1278件
18,1150-1199,282円,120分,100.3%,1249件
19,1200-1249,105円,117分,100.1%,1139件
20,1250-1299,1035円,113分,101.2%,1174件
21,1300-1349,1803円,111分,102.2%,1067件
22,1350-1399,1315円,109分,101.6%,1093件
23,1400-1449,1478円,106分,101.9%,1084件
24,1450-1499,1505円,102分,102%,1050件
25,1500-1549,1819円,100分,102.4%,1091件
26,1550-1599,2430円,97分,103.3%,994件
27,1600-1649,2815円,94分,104%,1021件
28,1650-1699,2674円,93分,103.8%,882件
29,1700-1749,2836円,89分,104.3%,919件
30,1750-1799,3179円,88分,104.8%,868件
31,1800-1849,2694円,83分,104.3%,836件
32,1850-1899,3341円,80分,105.6%,826件
33,1900-1949,3803円,76分,106.7%,834件
34,1950-1999,4035円,72分,107.4%,802件
35,2000-2049,3986円,70分,107.6%,777件
36,2050-2099,3908円,65分,108%,805件
37,2100-2149,4250円,63分,109%,740件
38,2150-2199,4719円,61分,110.4%,759件
39,2200-2249,5000円,57分,111.8%,763件
40,2250-2299,4835円,54分,112%,648件
41,2300-2349,4858円,50分,113%,680件
42,2350-2399,5523円,48分,115.4%,661件
43,2400-2449,6041円,45分,117.8%,658件
44,2450-2499,6470円,44分,119.5%,608件
45,2500-2549,6396円,43分,119.9%,625件
46,2550-2599,7562円,40分,125.1%,572件
47,2600-2649,8108円,39分,127.8%,559件
48,2650-2699,8417円,37分,130.6%,525件
49,2700-2749,8998円,35分,134.1%,476件
50,2750-2799,10047円,31分,142.5%,386件
51,2800-2849,10961円,28分,151.6%,346件
52,2850-2899,11563円,25分,161.2%,273件
53,2900-2949,12874円,23分,176.2%,185件
