,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,6287円,112分,107.5%,164件
1,1300-1349,6008円,112分,107.1%,180件
2,1350-1399,5078円,112分,106%,198件
3,1400-1449,5438円,110分,106.6%,174件
4,1450-1499,6046円,105分,107.7%,204件
5,1500-1549,5639円,102分,107.3%,190件
6,1550-1599,6595円,101分,108.7%,204件
7,1600-1649,6561円,100分,108.7%,194件
8,1650-1699,7041円,95分,109.9%,176件
9,1700-1749,5623円,91分,108.3%,195件
10,1750-1799,6624円,85分,110.3%,212件
11,1800-1849,6150円,84分,109.8%,189件
12,1850-1899,7918円,82分,112.9%,192件
13,1900-1949,7474円,78分,112.8%,152件
14,1950-1999,6050円,76分,110.6%,160件
15,2000-2049,7810円,72分,114.4%,169件
16,2050-2099,7864円,70分,114.9%,148件
17,2100-2149,8093円,65分,116.5%,171件
18,2150-2199,7599円,61分,116.6%,140件
19,2200-2249,8259円,56分,119.6%,133件
20,2250-2299,7400円,55分,117.9%,138件
21,2300-2349,8041円,50分,121.4%,138件
22,2350-2399,7644円,48分,121.1%,99件
23,2400-2449,7822円,47分,122%,118件
24,2450-2499,8420円,44分,125.2%,114件
25,2500-2549,7746円,44分,123.4%,93件
26,2550-2599,9645円,40分,132.1%,94件
27,2600-2649,10216円,38分,135.8%,88件
28,2650-2699,10859円,35分,141.2%,91件
29,2700-2749,10789円,37分,138.4%,102件
30,2750-2799,11697円,33分,147.8%,96件
31,2800-2849,12984円,31分,155.8%,77件
32,2850-2899,13864円,27分,168.9%,80件
33,2900-2949,14855円,25分,180%,55件
