,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,3392円,142分,103.2%,1121件
1,750-799,3238円,139分,103.1%,1073件
2,800-849,3820円,134分,103.8%,1036件
3,850-899,3360円,137分,103.3%,926件
4,900-949,4346円,132分,104.4%,880件
5,950-999,4410円,128分,104.6%,791件
6,1000-1049,4796円,127分,105%,766件
7,1050-1099,4232円,124分,104.5%,1400件
8,1100-1149,4010円,123分,104.4%,799件
9,1150-1199,4839円,118分,105.5%,820件
10,1200-1249,4593円,117分,105.2%,727件
11,1250-1299,5056円,115分,105.9%,654件
12,1300-1349,4707円,112分,105.6%,617件
13,1350-1399,5150円,110分,106.2%,636件
14,1400-1449,4886円,108分,106%,560件
15,1450-1499,5423円,104分,106.9%,550件
16,1500-1549,5959円,101分,107.8%,508件
17,1550-1599,5512円,99分,107.4%,521件
18,1600-1649,6091円,96分,108.5%,577件
19,1650-1699,5724円,92分,108.3%,504件
20,1700-1749,5756円,91分,108.4%,519件
21,1750-1799,6642円,86分,110.3%,492件
22,1800-1849,7066円,84分,111.3%,453件
23,1850-1899,6533円,83分,110.5%,417件
24,1900-1949,7313円,78分,112.5%,468件
25,1950-1999,7837円,76分,113.7%,430件
26,2000-2049,6767円,70分,112.8%,415件
27,2050-2099,7048円,67分,114%,379件
28,2100-2149,7353円,62分,115.8%,390件
29,2150-2199,8042円,58分,118.6%,405件
30,2200-2249,8067円,55分,119.6%,384件
31,2250-2299,7309円,51分,119.1%,402件
32,2300-2349,7458円,49分,120.3%,352件
33,2350-2399,7801円,47分,122%,349件
34,2400-2449,8569円,44分,125.9%,372件
35,2450-2499,8228円,43分,125.4%,314件
36,2500-2549,8794円,41分,128.4%,353件
37,2550-2599,9265円,41分,130.3%,324件
38,2600-2649,9656円,39分,133.2%,303件
39,2650-2699,10173円,38分,136%,270件
40,2700-2749,10151円,35分,138.6%,300件
41,2750-2799,11013円,32分,145.4%,250件
42,2800-2849,12240円,30分,155.1%,259件
43,2850-2899,12929円,26分,167.1%,244件
44,2900-2949,13868円,24分,177.3%,206件
