,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,7163円,137分,107%,50件
1,900-949,8750円,130分,109%,47件
2,950-999,7829円,115分,109.1%,57件
3,1000-1049,5766円,124分,106.2%,87件
4,1050-1099,6637円,124分,107.2%,79件
5,1100-1149,8014円,122分,108.8%,83件
6,1150-1199,7443円,116分,108.5%,102件
7,1200-1249,5627円,122分,106.2%,103件
8,1250-1299,8481円,117分,109.7%,111件
9,1300-1349,9522円,111分,111.4%,125件
10,1350-1399,7615円,110分,109.2%,124件
11,1400-1449,6041円,107分,107.5%,150件
12,1450-1499,8708円,103分,111.3%,139件
13,1500-1549,8712円,106分,111%,151件
14,1550-1599,8598円,96分,112%,149件
15,1600-1649,9689円,90分,114.3%,155件
16,1650-1699,9151円,90分,113.5%,128件
17,1700-1749,9410円,91分,113.7%,131件
18,1750-1799,9631円,84分,115.3%,118件
19,1800-1849,8396円,82分,113.6%,126件
20,1850-1899,8905円,83分,114.2%,107件
21,1900-1949,8631円,73分,115.8%,105件
22,1950-1999,9115円,74分,116.5%,99件
23,2000-2049,8919円,71分,116.8%,111件
24,2050-2099,9393円,66分,118.9%,95件
25,2100-2149,11183円,61分,124.4%,79件
26,2150-2199,11172円,63分,123.5%,92件
27,2200-2249,9844円,57分,123%,76件
28,2250-2299,12099円,50分,132.3%,63件
29,2300-2349,8858円,49分,123.9%,62件
30,2350-2399,8770円,44分,126.6%,53件
31,2400-2449,8763円,42分,128.1%,73件
32,2450-2499,11365円,35分,143.3%,74件
33,2500-2549,11155円,35分,142.3%,67件
34,2550-2599,10888円,39分,137%,58件
35,2600-2649,11004円,39分,138.1%,50件
36,2650-2699,12711円,34分,150.1%,55件
37,2700-2749,12055円,33分,149.4%,56件
38,2750-2799,13548円,31分,158.4%,47件
39,2800-2849,13344円,28分,162.8%,57件
40,2850-2899,13743円,25分,173.2%,49件
41,2900-2949,13620円,23分,178.8%,36件
