,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2066円,148分,101.9%,1747件
1,550-599,2267円,146分,102.1%,1594件
2,600-649,2714円,142分,102.6%,1434件
3,650-699,2973円,140分,102.8%,1276件
4,700-749,2711円,141分,102.6%,1121件
5,750-799,2573円,139分,102.5%,1073件
6,800-849,3173円,133分,103.2%,1036件
7,850-899,2702円,137分,102.6%,926件
8,900-949,3703円,131分,103.8%,880件
9,950-999,3784円,128分,104%,791件
10,1000-1049,4169円,126分,104.4%,766件
11,1050-1099,3622円,124分,103.9%,1400件
12,1100-1149,3417円,122分,103.7%,799件
13,1150-1199,4255円,117分,104.8%,820件
14,1200-1249,4020円,117分,104.6%,727件
15,1250-1299,4486円,114分,105.2%,654件
16,1300-1349,4152円,112分,104.9%,617件
17,1350-1399,4602円,110分,105.6%,636件
18,1400-1449,4350円,108分,105.4%,560件
19,1450-1499,4902円,104分,106.3%,550件
20,1500-1549,5446円,101分,107.2%,508件
21,1550-1599,5013円,99分,106.8%,521件
22,1600-1649,5605円,95分,107.8%,577件
23,1650-1699,5257円,92分,107.6%,504件
24,1700-1749,5295円,91分,107.8%,519件
25,1750-1799,6192円,86分,109.6%,492件
26,1800-1849,6624円,83分,110.6%,453件
27,1850-1899,6106円,82分,109.9%,417件
28,1900-1949,6896円,78分,111.9%,468件
29,1950-1999,7420円,76分,113%,430件
30,2000-2049,6396円,70分,112.2%,415件
31,2050-2099,6690円,67分,113.4%,379件
32,2100-2149,7020円,62分,115.1%,390件
33,2150-2199,7723円,57分,117.9%,405件
34,2200-2249,7757円,55分,118.9%,384件
35,2250-2299,7031円,51分,118.5%,402件
36,2300-2349,7193円,49分,119.6%,352件
37,2350-2399,7540円,47分,121.4%,349件
38,2400-2449,8314円,44分,125.3%,372件
39,2450-2499,7974円,43分,124.8%,314件
40,2500-2549,8540円,41分,127.8%,353件
41,2550-2599,9011円,41分,129.6%,324件
42,2600-2649,9402円,39分,132.5%,303件
43,2650-2699,9918円,37分,135.4%,270件
44,2700-2749,9896円,35分,137.9%,300件
45,2750-2799,10759円,32分,144.6%,250件
46,2800-2849,11986円,29分,154.3%,259件
47,2850-2899,12675円,25分,166.3%,244件
48,2900-2949,13614円,24分,176.6%,206件
