,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-514円,153分,99.6%,553件
1,350-399,-1297円,153分,98.9%,850件
2,400-449,-1530円,152分,98.7%,985件
3,450-499,-357円,148分,99.7%,1097件
4,500-549,-318円,146分,99.7%,1127件
5,550-599,-141円,142分,99.9%,1159件
6,600-649,-60円,143分,99.9%,1205件
7,650-699,-485円,141分,99.5%,1153件
8,700-749,178円,140分,100.2%,1220件
9,750-799,90円,136分,100.1%,1175件
10,800-849,1197円,134分,101.2%,1125件
11,850-899,44円,135分,100%,1331件
12,900-949,532円,129分,100.5%,1295件
13,950-999,614円,127分,100.6%,1341件
14,1000-1049,1410円,125分,101.5%,1192件
15,1050-1099,1154円,122分,101.3%,1180件
16,1100-1149,1344円,122分,101.5%,1052件
17,1150-1199,1685円,118分,101.9%,1028件
18,1200-1249,1401円,118分,101.6%,915件
19,1250-1299,1404円,112分,101.7%,861件
20,1300-1349,2001円,111分,102.4%,882件
21,1350-1399,2560円,108分,103.2%,801件
22,1400-1449,1971円,107分,102.5%,754件
23,1450-1499,2239円,105分,102.8%,789件
24,1500-1549,3189円,98分,104.3%,802件
25,1550-1599,2827円,96分,103.9%,748件
26,1600-1649,3560円,95分,105%,629件
27,1650-1699,3433円,92分,105%,630件
28,1700-1749,3678円,90分,105.5%,628件
29,1750-1799,3318円,87分,105.1%,612件
30,1800-1849,3640円,83分,105.9%,615件
31,1850-1899,4092円,79分,106.9%,569件
32,1900-1949,4154円,77分,107.2%,546件
33,1950-1999,4304円,71分,108.1%,542件
34,2000-2049,4445円,69分,108.6%,511件
35,2050-2099,4330円,66分,108.8%,508件
36,2100-2149,4639円,65分,109.5%,488件
37,2150-2199,5027円,60分,111.1%,476件
38,2200-2249,5429円,56分,112.9%,462件
39,2250-2299,5571円,54分,113.7%,462件
40,2300-2349,5832円,50分,115.6%,422件
41,2350-2399,5814円,49分,116%,407件
42,2400-2449,5877円,46分,117%,372件
43,2450-2499,6695円,44分,120.2%,386件
44,2500-2549,6908円,43分,121.6%,371件
45,2550-2599,7549円,41分,124.6%,358件
46,2600-2649,8140円,39分,128.1%,389件
47,2650-2699,8850円,36分,132.5%,350件
48,2700-2749,9321円,34分,136.9%,372件
49,2750-2799,10350円,32分,143.6%,325件
50,2800-2849,10881円,29分,150.4%,307件
51,2850-2899,11924円,26分,162.2%,282件
52,2900-2949,12804円,22分,176.9%,247件
