,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,1302円,149分,101.2%,15564件
1,450-499,1588円,149分,101.4%,4805件
2,500-549,2079円,146分,101.9%,2549件
3,550-599,2233円,144分,102.1%,1735件
4,600-649,2090円,143分,102%,1456件
5,650-699,1846円,142分,101.7%,1208件
6,700-749,2509円,139分,102.4%,1157件
7,750-799,2701円,135分,102.7%,1125件
8,800-849,2499円,135分,102.5%,1143件
9,850-899,2823円,131分,102.9%,1021件
10,900-949,2437円,130分,102.5%,1009件
11,950-999,2936円,127分,103.1%,1077件
12,1000-1049,3289円,128分,103.4%,1071件
13,1050-1099,3210円,123分,103.5%,963件
14,1100-1149,3338円,119分,103.7%,1149件
15,1150-1199,3653円,117分,104.1%,1095件
16,1200-1249,3674円,116分,104.2%,1041件
17,1250-1299,4577円,113分,105.4%,1057件
18,1300-1349,4808円,111分,105.8%,997件
19,1350-1399,4256円,109分,105.2%,1014件
20,1400-1449,4285円,106分,105.4%,924件
21,1450-1499,4471円,101分,105.9%,889件
22,1500-1549,5151円,101分,106.8%,858件
23,1550-1599,4287円,97分,105.9%,860件
24,1600-1649,5172円,95分,107.3%,833件
25,1650-1699,4965円,92分,107.2%,836件
26,1700-1749,5222円,88分,107.9%,778件
27,1750-1799,5862円,85分,109.1%,736件
28,1800-1849,6133円,84分,109.7%,772件
29,1850-1899,5974円,80分,109.9%,707件
30,1900-1949,5959円,78分,110.2%,714件
31,1950-1999,6241円,75分,111%,711件
32,2000-2049,6573円,72分,112.1%,724件
33,2050-2099,6990円,68分,113.6%,649件
34,2100-2149,6775円,63分,114.3%,664件
35,2150-2199,6559円,58分,115%,633件
36,2200-2249,6888円,53分,117.4%,609件
37,2250-2299,7286円,50分,119.3%,595件
38,2300-2349,7240円,48分,120.3%,573件
39,2350-2399,7406円,45分,122.2%,573件
40,2400-2449,7558円,43分,123.2%,578件
41,2450-2499,8231円,41分,126.8%,545件
42,2500-2549,8261円,40分,127.4%,521件
43,2550-2599,8449円,40分,128.4%,513件
44,2600-2649,8938円,39分,130.9%,464件
45,2650-2699,9808円,36分,136.7%,499件
46,2700-2749,10086円,34分,139.7%,462件
47,2750-2799,10636円,31分,146.1%,474件
48,2800-2849,11515円,29分,153%,432件
49,2850-2899,11205円,29分,150.7%,381件
