,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,416円,141分,100.4%,53件
1,700-749,1248円,137分,101.2%,68件
2,750-799,770円,131分,100.8%,96件
3,800-849,2146円,135分,102.1%,92件
4,850-899,777円,129分,100.8%,96件
5,900-949,2021円,130分,102.1%,114件
6,950-999,618円,129分,100.6%,133件
7,1000-1049,1059円,127分,101.1%,117件
8,1050-1099,1888円,123分,102.1%,143件
9,1100-1149,2752円,119分,103.1%,176件
10,1150-1199,2051円,118分,102.3%,159件
11,1200-1249,2356円,118分,102.7%,197件
12,1250-1299,2397円,116分,102.8%,180件
13,1300-1349,2771円,110分,103.4%,209件
14,1350-1399,1822円,111分,102.2%,224件
15,1400-1449,2562円,107分,103.2%,211件
16,1450-1499,3237円,101分,104.3%,175件
17,1500-1549,2631円,105分,103.3%,185件
18,1550-1599,3626円,98分,104.9%,197件
19,1600-1649,2794円,97分,103.9%,199件
20,1650-1699,4436円,90分,106.6%,208件
21,1700-1749,2781円,88分,104.2%,188件
22,1750-1799,5133円,83分,108.3%,186件
23,1800-1849,4974円,83分,108%,185件
24,1850-1899,4201円,79分,107.1%,153件
25,1900-1949,4483円,76分,107.8%,169件
26,1950-1999,5147円,71分,109.7%,153件
27,2000-2049,5326円,68分,110.4%,161件
28,2050-2099,6354円,65分,113.1%,140件
29,2100-2149,6960円,62分,115%,137件
30,2150-2199,6183円,55分,114.9%,112件
31,2200-2249,6097円,55分,114.6%,120件
32,2250-2299,6292円,52分,116.2%,125件
33,2300-2349,6050円,50分,116.2%,120件
34,2350-2399,4776円,50分,112.7%,113件
35,2400-2449,7394円,43分,122.7%,112件
36,2450-2499,7025円,43分,121.9%,109件
37,2500-2549,7194円,42分,122.8%,106件
38,2550-2599,7555円,40分,125.2%,104件
39,2600-2649,8687円,37分,131.6%,92件
40,2650-2699,8104円,37分,129.6%,101件
41,2700-2749,9099円,35分,134.6%,91件
42,2750-2799,10338円,31分,144.6%,84件
43,2800-2849,11031円,29分,150.7%,65件
44,2850-2899,11989円,25分,163.6%,83件
45,2900-2949,12589円,25分,166.8%,72件
