,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4901円,136分,104.8%,91件
1,1000-1049,3889円,129分,104%,111件
2,1050-1099,4278円,126分,104.5%,99件
3,1100-1149,5166円,122分,105.6%,119件
4,1150-1199,5920円,116分,106.8%,145件
5,1200-1249,4684円,119分,105.2%,128件
6,1250-1299,5646円,118分,106.4%,160件
7,1300-1349,5535円,117分,106.3%,148件
8,1350-1399,5368円,108分,106.6%,163件
9,1400-1449,4814円,111分,105.8%,193件
10,1450-1499,5660円,107分,107.1%,180件
11,1500-1549,5863円,103分,107.6%,150件
12,1550-1599,5262円,104分,106.7%,158件
13,1600-1649,6023円,96分,108.3%,157件
14,1650-1699,5943円,96分,108.3%,178件
15,1700-1749,7553円,88分,111.4%,181件
16,1750-1799,4744円,89分,107.1%,156件
17,1800-1849,8108円,82分,113.2%,164件
18,1850-1899,7486円,81分,112.4%,156件
19,1900-1949,6635円,77分,111.4%,131件
20,1950-1999,6334円,74分,111.4%,137件
21,2000-2049,6963円,68分,113.7%,127件
22,2050-2099,7884円,65分,116.1%,139件
23,2100-2149,7727円,64分,116.2%,102件
24,2150-2199,8679円,60分,119.4%,112件
25,2200-2249,7562円,53分,119.1%,94件
26,2250-2299,8184円,53分,120.5%,100件
27,2300-2349,7112円,49分,119.4%,96件
28,2350-2399,7869円,46分,122.8%,104件
29,2400-2449,6791円,50分,118.2%,94件
30,2450-2499,8767円,43分,127.5%,87件
31,2500-2549,8828円,42分,127.8%,92件
32,2550-2599,8933円,41分,129.1%,90件
33,2600-2649,9059円,40分,130.1%,85件
34,2650-2699,10260円,35分,139.1%,69件
35,2700-2749,10145円,35分,139.2%,86件
36,2750-2799,11267円,33分,145%,75件
37,2800-2849,12526円,29分,157.9%,71件
38,2850-2899,13057円,26分,166.3%,52件
39,2900-2949,14530円,24分,182%,63件
