,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,9979円,104分,112.7%,613件
1,1450-1499,9822円,104分,112.6%,584件
2,1500-1549,9624円,103分,112.4%,595件
3,1550-1599,9242円,97分,112.7%,577件
4,1600-1649,8752円,93分,112.6%,494件
5,1650-1699,9859円,93分,114.2%,497件
6,1700-1749,8842円,89分,113.3%,500件
7,1750-1799,9969円,86分,115.5%,488件
8,1800-1849,9284円,84分,114.8%,509件
9,1850-1899,9769円,81分,116.1%,442件
10,1900-1949,10354円,78分,117.8%,426件
11,1950-1999,10364円,75分,118.3%,448件
12,2000-2049,10396円,73分,119%,421件
13,2050-2099,10003円,69分,119.5%,408件
14,2100-2149,10910円,66分,121.9%,440件
15,2150-2199,10821円,63分,122.9%,407件
16,2200-2249,10979円,59分,124.7%,373件
17,2250-2299,10738円,51分,127.8%,367件
18,2300-2349,10454円,45分,130.9%,369件
19,2350-2399,10471円,41分,134.4%,357件
20,2400-2449,11068円,40分,137.1%,327件
21,2450-2499,10930円,39分,137.6%,352件
22,2500-2549,10847円,38分,138%,344件
23,2550-2599,11569円,36分,142.5%,348件
24,2600-2649,12272円,34分,147.6%,306件
25,2650-2699,12366円,34分,148.7%,302件
26,2700-2749,12676円,32分,152.5%,311件
27,2750-2799,13200円,31分,156.9%,285件
28,2800-2849,14253円,28分,168.3%,305件
29,2850-2899,14306円,26分,174%,279件
30,2900-2949,14476円,23分,184.1%,227件
