,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,5796円,118分,106.5%,107件
1,1300-1349,6214円,118分,107%,123件
2,1350-1399,6487円,114分,107.6%,122件
3,1400-1449,5829円,106分,107.3%,130件
4,1450-1499,5669円,109分,107%,158件
5,1500-1549,6841円,100分,109.1%,137件
6,1550-1599,6407円,102分,108.4%,122件
7,1600-1649,6254円,101分,108.2%,134件
8,1650-1699,7307円,92分,110.6%,133件
9,1700-1749,6811円,94分,109.7%,146件
10,1750-1799,8631円,86分,113.4%,150件
11,1800-1849,5198円,86分,108.1%,132件
12,1850-1899,8552円,78分,114.6%,123件
13,1900-1949,7983円,80分,113.4%,128件
14,1950-1999,6935円,73分,112.6%,100件
15,2000-2049,7200円,71分,113.5%,114件
16,2050-2099,7262円,66分,114.6%,100件
17,2100-2149,8955円,61分,119.6%,121件
18,2150-2199,7138円,59分,116.1%,73件
19,2200-2249,9101円,55分,122.1%,93件
20,2250-2299,8371円,48分,123.2%,79件
21,2300-2349,9010円,50分,124.1%,83件
22,2350-2399,8221円,46分,123.8%,84件
23,2400-2449,8953円,45分,126.8%,87件
24,2450-2499,8144円,47分,123.2%,81件
25,2500-2549,8916円,44分,127.2%,68件
26,2550-2599,9221円,42分,129.5%,69件
27,2600-2649,9622円,40分,132%,74件
28,2650-2699,10387円,37分,137.2%,73件
29,2700-2749,10958円,34分,143.1%,51件
30,2750-2799,11140円,32分,146.4%,73件
31,2800-2849,12632円,31分,154.4%,63件
32,2850-2899,14047円,26分,172%,58件
33,2900-2949,14233円,24分,180.2%,41件
