,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5970円,110分,107.2%,211件
1,1450-1499,6501円,104分,108.4%,175件
2,1500-1549,6006円,108分,107.4%,185件
3,1550-1599,6814円,101分,109%,197件
4,1600-1649,5867円,99分,107.9%,199件
5,1650-1699,7436円,92分,110.8%,208件
6,1700-1749,5527円,91分,108.1%,188件
7,1750-1799,8005円,85分,112.5%,186件
8,1800-1849,7810円,86分,112.1%,185件
9,1850-1899,6811円,81分,111.2%,153件
10,1900-1949,7010円,79分,111.9%,169件
11,1950-1999,7548円,73分,113.8%,153件
12,2000-2049,7660円,71分,114.5%,161件
13,2050-2099,8667円,67分,117.3%,140件
14,2100-2149,9222円,64分,119.3%,137件
15,2150-2199,8195円,57分,119.1%,112件
16,2200-2249,8060円,57分,118.8%,120件
17,2250-2299,8136円,54分,120.3%,125件
18,2300-2349,7820円,51分,120.3%,120件
19,2350-2399,6397円,51分,116.6%,113件
20,2400-2449,9029円,45分,126.8%,112件
21,2450-2499,8646円,44分,126.1%,109件
22,2500-2549,8815円,44分,127%,106件
23,2550-2599,9177円,41分,129.5%,104件
24,2600-2649,10308円,38分,136%,92件
25,2650-2699,9725円,38分,134.1%,101件
26,2700-2749,10720円,37分,139.1%,91件
27,2750-2799,11959円,32分,149.3%,84件
28,2800-2849,12652円,30分,155.4%,65件
29,2850-2899,13610円,27分,168.3%,83件
30,2900-2949,14210円,27分,171.3%,72件
