,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,3118円,129分,103.2%,36件
1,950-999,1271円,120分,101.4%,43件
2,1000-1049,2897円,126分,103.1%,41件
3,1050-1099,2583円,113分,103.1%,53件
4,1100-1149,4609円,117分,105.3%,45件
5,1150-1199,2350円,120分,102.6%,64件
6,1200-1249,542円,112分,100.6%,57件
7,1250-1299,2891円,109分,103.5%,65件
8,1300-1349,4521円,104分,105.8%,82件
9,1350-1399,3513円,108分,104.4%,84件
10,1400-1449,4502円,104分,105.8%,86件
11,1450-1499,4384円,103分,105.7%,86件
12,1500-1549,3395円,99分,104.6%,95件
13,1550-1599,3002円,100分,104%,109件
14,1600-1649,4018円,92分,105.8%,95件
15,1650-1699,4114円,91分,106%,85件
16,1700-1749,3946円,93分,105.7%,100件
17,1750-1799,5720円,82分,109.3%,93件
18,1800-1849,4853円,85分,107.6%,99件
19,1850-1899,6474円,76分,111.3%,105件
20,1900-1949,3838円,77分,106.7%,88件
21,1950-1999,6679円,68分,113.1%,84件
22,2000-2049,6948円,72分,112.9%,99件
23,2050-2099,6029円,64分,112.6%,72件
24,2100-2149,5060円,64分,110.6%,77件
25,2150-2199,5739円,57分,113.4%,68件
26,2200-2249,8085円,51分,121.3%,84件
27,2250-2299,6075円,49分,116.4%,48件
28,2300-2349,7744円,45分,123.1%,61件
29,2350-2399,7715円,41分,125.2%,51件
30,2400-2449,7591円,42分,124.1%,50件
31,2450-2499,7586円,39分,125.9%,57件
32,2500-2549,8604円,39分,129.7%,60件
33,2550-2599,8272円,39分,128.1%,61件
34,2600-2649,8297円,40分,127.8%,46件
35,2650-2699,8546円,37分,130.8%,49件
36,2700-2749,9439円,34分,137.5%,52件
37,2750-2799,9900円,31分,142.6%,47件
38,2800-2849,10519円,28分,150.4%,33件
39,2850-2899,11290円,24分,163.6%,50件
40,2900-2949,12974円,24分,172.5%,38件
