,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6021円,114分,107%,15件
1,1350-1399,7377円,94分,110.5%,18件
2,1400-1449,5732円,100分,107.7%,23件
3,1450-1499,7690円,102分,110%,13件
4,1500-1549,5649円,97分,107.7%,13件
5,1550-1599,7396円,97分,110.2%,21件
6,1600-1649,4917円,101分,106.5%,23件
7,1650-1699,7680円,88分,111.6%,33件
8,1700-1749,7120円,92分,110.3%,21件
9,1750-1799,6432円,92分,109.3%,26件
10,1800-1849,8256円,74分,114.9%,24件
11,1850-1899,7818円,74分,114.1%,27件
12,1900-1949,4164円,69分,108.1%,20件
13,1950-1999,8331円,72分,115.4%,26件
14,2000-2049,8469円,67分,116.9%,38件
15,2050-2099,9506円,62分,120.5%,31件
16,2100-2149,6697円,61分,114.6%,31件
17,2150-2199,8074円,57分,118.9%,32件
18,2200-2249,9197円,46分,126.5%,23件
19,2250-2299,8223円,45分,124.4%,27件
20,2300-2349,8309円,39分,128.4%,33件
21,2350-2399,9852円,43分,130.6%,34件
22,2400-2449,6324円,43分,119.5%,34件
23,2450-2499,6501円,43分,120%,23件
24,2500-2549,7600円,39分,125.8%,33件
25,2550-2599,7009円,40分,123.6%,39件
26,2600-2649,7862円,36分,129.2%,31件
27,2650-2699,8710円,34分,134.6%,22件
28,2700-2749,10363円,30分,145.3%,26件
29,2750-2799,9885円,31分,142.9%,21件
30,2800-2849,11011円,25分,158%,19件
31,2850-2899,11433円,24分,162.8%,23件
32,2900-2949,13552円,23分,179.3%,23件
