,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1150-1199,9177円,114分,110.8%,227件
1,1200-1249,9553円,114分,111.1%,229件
2,1250-1299,9546円,110分,111.6%,209件
3,1300-1349,9172円,112分,110.9%,242件
4,1350-1399,9522円,103分,112.3%,247件
5,1400-1449,10082円,106分,112.7%,289件
6,1450-1499,9778円,105分,112.5%,220件
7,1500-1549,9007円,97分,112.4%,239件
8,1550-1599,10498円,98分,114.3%,176件
9,1600-1649,10396円,93分,115%,192件
10,1650-1699,11217円,92分,116.3%,158件
11,1700-1749,9659円,86分,115.1%,156件
12,1750-1799,11254円,86分,117.4%,165件
13,1800-1849,10964円,84分,117.5%,134件
14,1850-1899,10257円,80分,117.2%,147件
15,1900-1949,12082円,73分,122%,162件
16,1950-1999,10725円,73分,119.5%,170件
17,2000-2049,10762円,71分,120.3%,152件
18,2050-2099,12047円,68分,123.6%,124件
19,2100-2149,11024円,64分,123%,132件
20,2150-2199,12490円,61分,127.4%,115件
21,2200-2249,12211円,58分,127.9%,130件
22,2250-2299,11455円,53分,128.9%,115件
23,2300-2349,11659円,47分,133.3%,118件
24,2350-2399,11556円,39分,139%,118件
25,2400-2449,11199円,37分,139.9%,119件
26,2450-2499,11934円,36分,144%,89件
27,2500-2549,13030円,34分,151.2%,97件
28,2550-2599,13157円,33分,152.9%,90件
29,2600-2649,12176円,34分,147.6%,85件
30,2650-2699,13338円,31分,157.3%,74件
31,2700-2749,14611円,30分,165%,87件
32,2750-2799,14662円,29分,166.4%,78件
33,2800-2849,14530円,29分,167.8%,80件
34,2850-2899,15134円,24分,184.5%,70件
35,2900-2949,15338円,23分,187.6%,75件
