,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,3377円,131分,103.4%,1700件
1,1000-1049,3776円,129分,103.9%,1464件
2,1050-1099,3987円,127分,104.2%,1312件
3,1100-1149,4013円,124分,104.3%,1278件
4,1150-1199,3746円,123分,104.1%,1249件
5,1200-1249,3462円,120分,103.9%,1139件
6,1250-1299,4356円,116分,105%,1174件
7,1300-1349,5128円,114分,106%,1067件
8,1350-1399,4540円,112分,105.4%,1093件
9,1400-1449,4581円,108分,105.6%,1084件
10,1450-1499,4523円,105分,105.7%,1050件
11,1500-1549,4783円,103分,106.2%,1091件
12,1550-1599,5372円,100分,107.2%,994件
13,1600-1649,5670円,96分,107.8%,1021件
14,1650-1699,5485円,95分,107.7%,882件
15,1700-1749,5531円,91分,108.1%,919件
16,1750-1799,5865円,90分,108.7%,868件
17,1800-1849,5203円,86分,108.1%,836件
18,1850-1899,5798円,82分,109.4%,826件
19,1900-1949,6153円,78分,110.5%,834件
20,1950-1999,6287円,74分,111.3%,802件
21,2000-2049,6149円,72分,111.5%,777件
22,2050-2099,5908円,67分,111.8%,805件
23,2100-2149,6185円,65分,112.8%,740件
24,2150-2199,6630円,62分,114.2%,759件
25,2200-2249,6796円,58分,115.6%,763件
26,2250-2299,6548円,55分,115.9%,648件
27,2300-2349,6446円,51分,116.7%,680件
28,2350-2399,7058円,49分,119.1%,661件
29,2400-2449,7566円,47分,121.6%,658件
30,2450-2499,7996円,46分,123.3%,608件
31,2500-2549,7796円,44分,123.5%,625件
32,2550-2599,8962円,41分,128.9%,572件
33,2600-2649,9508円,40分,131.6%,559件
34,2650-2699,9817円,38分,134.5%,525件
35,2700-2749,10398円,36分,138.1%,476件
36,2750-2799,11447円,33分,146.6%,386件
37,2800-2849,12361円,30分,155.8%,346件
38,2850-2899,12963円,26分,165.4%,273件
39,2900-2949,14274円,24分,180%,185件
