,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1756円,140分,101.7%,8824件
1,600-649,2089円,138分,102%,2862件
2,650-699,2640円,136分,102.6%,1506件
3,700-749,2377円,135分,102.4%,1019件
4,750-799,2782円,132分,102.8%,850件
5,800-849,2846円,132分,102.9%,715件
6,850-899,3152円,129分,103.3%,679件
7,900-949,3537円,124分,103.8%,662件
8,950-999,3209円,124分,103.5%,670件
9,1000-1049,3745円,122分,104.1%,605件
10,1050-1099,3555円,119分,104%,600件
11,1100-1149,4067円,119分,104.5%,661件
12,1150-1199,4490円,117分,105.1%,632件
13,1200-1249,3851円,113分,104.5%,572件
14,1250-1299,4120円,110分,105%,677件
15,1300-1349,4167円,107分,105.2%,614件
16,1350-1399,4838円,104分,106.2%,621件
17,1400-1449,5983円,101分,107.9%,613件
18,1450-1499,5829円,101分,107.7%,584件
19,1500-1549,5703円,100分,107.6%,595件
20,1550-1599,5567円,94分,107.9%,577件
21,1600-1649,5277円,90分,107.8%,494件
22,1650-1699,6292円,89分,109.4%,497件
23,1700-1749,5499円,86分,108.6%,500件
24,1750-1799,6600円,83分,110.6%,488件
25,1800-1849,6074円,81分,110%,509件
26,1850-1899,6611円,78分,111.3%,442件
27,1900-1949,7221円,75分,112.9%,426件
28,1950-1999,7334円,73分,113.4%,448件
29,2000-2049,7445円,70分,114.1%,421件
30,2050-2099,7232円,66分,114.6%,408件
31,2100-2149,8123円,64分,116.9%,440件
32,2150-2199,8162円,61分,118%,407件
33,2200-2249,8442円,57分,119.8%,373件
34,2250-2299,8493円,49分,122.9%,367件
35,2300-2349,8457円,43分,126%,369件
36,2350-2399,8625円,39分,129.5%,357件
37,2400-2449,9255円,38分,132.3%,327件
38,2450-2499,9129円,37分,132.8%,352件
39,2500-2549,9045円,36分,133.1%,344件
40,2550-2599,9768円,35分,137.5%,348件
41,2600-2649,10470円,33分,142.6%,306件
42,2650-2699,10564円,32分,143.6%,302件
43,2700-2749,10875円,31分,147.4%,311件
44,2750-2799,11399円,29分,151.8%,285件
45,2800-2849,12451円,26分,163.3%,305件
46,2850-2899,12504円,24分,169%,279件
47,2900-2949,12674円,21分,179.2%,227件
