,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,-2579円,170分,98%,47件
1,400-449,-1159円,154分,99%,70件
2,450-499,-1353円,148分,98.8%,104件
3,500-549,-847円,148分,99.2%,136件
4,550-599,-997円,140分,99.1%,179件
5,600-649,40円,139分,100%,204件
6,650-699,-24円,139分,100%,215件
7,700-749,86円,137分,100.1%,239件
8,750-799,-942円,139分,99.1%,281件
9,800-849,109円,135分,100.1%,288件
10,850-899,551円,133分,100.6%,301件
11,900-949,754円,130分,100.8%,358件
12,950-999,1394円,127分,101.5%,360件
13,1000-1049,701円,124分,100.8%,435件
14,1050-1099,1700円,123分,101.8%,425件
15,1100-1149,722円,121分,100.8%,421件
16,1150-1199,885円,119分,101%,479件
17,1200-1249,1606円,117分,101.8%,470件
18,1250-1299,1817円,114分,102.1%,402件
19,1300-1349,1113円,115分,101.3%,425件
20,1350-1399,1961円,107分,102.5%,436件
21,1400-1449,1691円,107分,102.1%,447件
22,1450-1499,2383円,102分,103.1%,413件
23,1500-1549,2374円,100分,103.2%,433件
24,1550-1599,3043円,98分,104.2%,411件
25,1600-1649,3446円,95分,104.8%,446件
26,1650-1699,3116円,91分,104.6%,384件
27,1700-1749,2969円,89分,104.5%,383件
28,1750-1799,3624円,84分,105.7%,335件
29,1800-1849,3961円,79分,106.7%,339件
30,1850-1899,4669円,79分,107.9%,320件
31,1900-1949,4755円,76分,108.3%,316件
32,1950-1999,4385円,71分,108.2%,283件
33,2000-2049,5177円,69分,110%,276件
34,2050-2099,5334円,66分,110.7%,276件
35,2100-2149,4455円,64分,109.3%,265件
36,2150-2199,4051円,63分,108.6%,263件
37,2200-2249,5360円,56分,112.8%,226件
38,2250-2299,5324円,54分,113.2%,226件
39,2300-2349,5534円,50分,114.7%,224件
40,2350-2399,5768円,47分,116.3%,229件
41,2400-2449,6591円,43分,120.5%,204件
42,2450-2499,5706円,44分,117.2%,216件
43,2500-2549,6434円,43分,120.1%,174件
44,2550-2599,7922円,39分,127.4%,199件
45,2600-2649,8288円,39分,128.5%,160件
46,2650-2699,8940円,36分,133.5%,201件
47,2700-2749,9109円,35分,134.3%,157件
48,2750-2799,10315円,32分,143.3%,146件
49,2800-2849,11354円,28分,154.5%,144件
50,2850-2899,11849円,26分,161.2%,156件
51,2900-2949,13441円,23分,178.5%,130件
