,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2858円,142分,102.7%,1288件
1,750-799,3308円,137分,103.2%,1239件
2,800-849,2898円,140分,102.8%,1097件
3,850-899,3628円,136分,103.6%,1078件
4,900-949,4055円,131分,104.1%,951件
5,950-999,4401円,129分,104.5%,929件
6,1000-1049,3565円,128分,103.7%,1661件
7,1050-1099,3376円,126分,103.6%,945件
8,1100-1149,4230円,122分,104.6%,1007件
9,1150-1199,3940円,121分,104.3%,846件
10,1200-1249,4432円,118分,105%,781件
11,1250-1299,4191円,115分,104.9%,747件
12,1300-1349,4768円,113分,105.6%,771件
13,1350-1399,4397円,111分,105.3%,670件
14,1400-1449,5025円,107分,106.2%,673件
15,1450-1499,5743円,104分,107.3%,620件
16,1500-1549,4956円,103分,106.4%,628件
17,1550-1599,5378円,99分,107.2%,670件
18,1600-1649,5307円,95分,107.4%,609件
19,1650-1699,5385円,93分,107.7%,614件
20,1700-1749,6058円,90分,109%,588件
21,1750-1799,6528円,87分,110%,564件
22,1800-1849,5927円,86分,109.1%,504件
23,1850-1899,6489円,81分,110.7%,551件
24,1900-1949,7184円,80分,111.9%,515件
25,1950-1999,6425円,74分,111.6%,505件
26,2000-2049,6592円,72分,112.2%,457件
27,2050-2099,6539円,67分,113%,463件
28,2100-2149,7279円,62分,115.5%,470件
29,2150-2199,7508円,59分,116.9%,460件
30,2200-2249,6512円,55分,115.7%,465件
31,2250-2299,7283円,53分,118.4%,439件
32,2300-2349,7375円,51分,119.4%,429件
33,2350-2399,7843円,46分,122.5%,444件
34,2400-2449,7487円,45分,122%,370件
35,2450-2499,8108円,43分,125%,429件
36,2500-2549,8506円,43分,126.3%,376件
37,2550-2599,9162円,40分,130.3%,379件
38,2600-2649,9470円,40分,131.5%,334件
39,2650-2699,9451円,37分,133.7%,367件
40,2700-2749,10276円,35分,138.7%,306件
41,2750-2799,11386円,32分,147.2%,325件
42,2800-2849,12088円,29分,155.7%,310件
43,2850-2899,12979円,27分,164%,278件
44,2900-2949,14131円,24分,178.2%,183件
