,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,400-449,747円,152分,100.7%,1631件
1,450-499,712円,149分,100.6%,1668件
2,500-549,1039円,149分,100.9%,1743件
3,550-599,890円,147分,100.8%,1707件
4,600-649,1111円,146分,101%,1754件
5,650-699,1360円,141分,101.3%,1744件
6,700-749,2208円,139分,102.1%,1679件
7,750-799,1006円,139分,101%,1983件
8,800-849,1844円,135分,101.8%,1971件
9,850-899,1508円,133分,101.5%,1956件
10,900-949,2391円,131分,102.4%,1827件
11,950-999,2098円,129分,102.2%,1742件
12,1000-1049,2221円,127分,102.3%,1532件
13,1050-1099,2217円,125分,102.4%,1481件
14,1100-1149,2468円,124分,102.7%,1354件
15,1150-1199,2190円,118分,102.5%,1272件
16,1200-1249,2836円,118分,103.2%,1289件
17,1250-1299,3020円,115分,103.5%,1209件
18,1300-1349,2835円,114分,103.3%,1134件
19,1350-1399,3294円,109分,104%,1211件
20,1400-1449,3883円,105分,104.9%,1196件
21,1450-1499,3145円,104分,104%,1068件
22,1500-1549,3979円,102分,105.2%,938件
23,1550-1599,3971円,99分,105.3%,960件
24,1600-1649,4090円,97分,105.6%,961件
25,1650-1699,3722円,93分,105.4%,886件
26,1700-1749,4205円,90分,106.2%,920件
27,1750-1799,4643円,87分,107.1%,852件
28,1800-1849,5053円,83分,108.1%,840件
29,1850-1899,4673円,79分,107.9%,833件
30,1900-1949,4764円,77分,108.2%,743件
31,1950-1999,4741円,74分,108.6%,773件
32,2000-2049,4807円,73分,108.8%,725件
33,2050-2099,5235円,68分,110.2%,715件
34,2100-2149,6087円,64分,112.6%,690件
35,2150-2199,5764円,62分,112.4%,708件
36,2200-2249,5704円,58分,113%,610件
37,2250-2299,5722円,56分,113.7%,610件
38,2300-2349,5991円,52分,115.4%,579件
39,2350-2399,6284円,48分,117.4%,565件
40,2400-2449,6559円,46分,119.1%,563件
41,2450-2499,7041円,45分,120.8%,545件
42,2500-2549,7891円,43分,124.6%,592件
43,2550-2599,8325円,41分,127.3%,532件
44,2600-2649,8616円,39分,129.6%,552件
45,2650-2699,9527円,37分,134.4%,488件
46,2700-2749,9880円,35分,137.2%,464件
47,2750-2799,10746円,32分,144.5%,427件
48,2800-2849,11480円,30分,151.5%,381件
49,2850-2899,12745円,26分,164.3%,337件
50,2900-2949,13423円,23分,177.2%,264件
