,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,6283円,111分,107.5%,516件
1,1400-1449,7255円,108分,109%,532件
2,1450-1499,6841円,106分,108.6%,461件
3,1500-1549,7578円,101分,110%,448件
4,1550-1599,7786円,99分,110.4%,423件
5,1600-1649,7430円,98分,110.1%,442件
6,1650-1699,7999円,94分,111.4%,479件
7,1700-1749,8010円,89分,111.9%,439件
8,1750-1799,7418円,89分,111.1%,429件
9,1800-1849,8538円,84分,113.5%,405件
10,1850-1899,8905円,81分,114.6%,383件
11,1900-1949,8243円,80分,113.7%,347件
12,1950-1999,9263円,76分,116.2%,396件
13,2000-2049,9642円,73分,117.5%,360件
14,2050-2099,8604円,68分,116.8%,348件
15,2100-2149,8838円,63分,118.6%,313件
16,2150-2199,9023円,59分,120.3%,321件
17,2200-2249,9639円,53分,124%,337件
18,2250-2299,9287円,52分,123.9%,307件
19,2300-2349,8896円,47分,125.2%,340件
20,2350-2399,9040円,45分,126.5%,299件
21,2400-2449,9015円,45分,126.7%,293件
22,2450-2499,10146円,42分,132.3%,311件
23,2500-2549,9777円,42分,131.3%,262件
24,2550-2599,10255円,40分,134.4%,290件
25,2600-2649,10669円,39分,136.8%,251件
26,2650-2699,11182円,36分,141%,240件
27,2700-2749,11699円,36分,143.9%,226件
28,2750-2799,11987円,33分,148.9%,250件
29,2800-2849,12584円,30分,156.6%,204件
30,2850-2899,14035円,27分,169.3%,219件
31,2900-2949,14475円,24分,182%,184件
