,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,11040円,99分,114.9%,18件
1,1650-1699,9138円,99分,112.3%,22件
2,1700-1749,10585円,84分,116.8%,26件
3,1750-1799,11088円,94分,115.7%,18件
4,1800-1849,10269円,91分,115.1%,24件
5,1850-1899,11726円,76分,120.5%,22件
6,1900-1949,10712円,73分,119.6%,23件
7,1950-1999,7220円,66分,114.6%,19件
8,2000-2049,10617円,71分,120%,20件
9,2050-2099,11409円,68分,122.2%,32件
10,2100-2149,12354円,59分,127.7%,26件
11,2150-2199,9599円,58分,121.9%,29件
12,2200-2249,9831円,52分,125%,26件
13,2250-2299,10777円,47分,130.3%,16件
14,2300-2349,10637円,42分,133.5%,25件
15,2350-2399,10110円,35分,138.1%,28件
16,2400-2449,10022円,40分,133.4%,22件
17,2450-2499,8322円,43分,125.8%,31件
18,2500-2549,7941円,44分,123.9%,20件
19,2550-2599,9841円,39分,134%,30件
20,2600-2649,8412円,41分,127.6%,32件
21,2650-2699,10750円,33分,143.3%,31件
22,2700-2749,11287円,31分,148.2%,21件
23,2750-2799,11781円,31分,151.3%,20件
24,2800-2849,12406円,30分,155.6%,18件
25,2850-2899,13266円,25分,170.7%,14件
26,2900-2949,13374円,22分,179.4%,17件
