,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,-589円,153分,99.5%,22428件
1,350-399,-346円,153分,99.7%,6825件
2,400-449,76円,151分,100.1%,3591件
3,450-499,155円,149分,100.1%,2463件
4,500-549,417円,147分,100.4%,2055件
5,550-599,244円,146分,100.2%,1722件
6,600-649,333円,144分,100.3%,1659件
7,650-699,682円,141分,100.6%,1587件
8,700-749,579円,140分,100.6%,1605件
9,750-799,985円,136分,101%,1489件
10,800-849,811円,134分,100.8%,1523件
11,850-899,942円,132分,100.9%,1523件
12,900-949,1477円,131分,101.5%,1537件
13,950-999,1208円,128分,101.3%,1360件
14,1000-1049,1689円,124分,101.8%,1601件
15,1050-1099,1964円,121分,102.2%,1630件
16,1100-1149,2217円,120分,102.5%,1550件
17,1150-1199,2536円,118分,102.9%,1489件
18,1200-1249,2683円,117分,103.1%,1423件
19,1250-1299,2345円,115分,102.7%,1452件
20,1300-1349,2641円,111分,103.2%,1328件
21,1350-1399,2687円,108分,103.3%,1259件
22,1400-1449,3300円,106分,104.1%,1208件
23,1450-1499,2760円,103分,103.6%,1218件
24,1500-1549,3485円,100分,104.6%,1210件
25,1550-1599,3278円,98分,104.5%,1188件
26,1600-1649,3538円,94分,105%,1108件
27,1650-1699,3686円,92分,105.3%,1054件
28,1700-1749,4304円,90分,106.4%,1097件
29,1750-1799,4415円,86分,106.9%,1046件
30,1800-1849,4446円,84分,107.1%,1026件
31,1850-1899,4722円,81分,107.8%,1046件
32,1900-1949,4796円,79分,108.1%,1014件
33,1950-1999,5186円,75分,109.2%,933件
34,2000-2049,5267円,70分,110%,969件
35,2050-2099,5019円,66分,110.1%,940件
36,2100-2149,5045円,61分,111%,870件
37,2150-2199,5871円,59分,113.3%,883件
38,2200-2249,6054円,56分,114.4%,863件
39,2250-2299,5910円,52分,115%,813件
40,2300-2349,6124円,49分,116.6%,825件
41,2350-2399,6786円,46分,119.8%,805件
42,2400-2449,6613円,44分,120.1%,773件
43,2450-2499,6948円,43分,121.5%,737件
44,2500-2549,7697円,41分,124.9%,702件
45,2550-2599,7905円,40分,126.6%,707件
46,2600-2649,8064円,39分,127.8%,654件
47,2650-2699,8730円,36分,132.6%,700件
48,2700-2749,9343円,34分,136.5%,634件
49,2750-2799,9143円,34分,135.3%,547件
