,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-1022円,159分,99.1%,4200件
1,300-349,-1105円,159分,99.1%,3691件
2,350-399,-494円,155分,99.6%,3484件
3,400-449,-421円,154分,99.6%,3070件
4,450-499,-341円,152分,99.7%,2818件
5,500-549,-157円,150分,99.9%,2639件
6,550-599,283円,146分,100.3%,2510件
7,600-649,-141円,146分,99.9%,2204件
8,650-699,247円,143分,100.2%,2147件
9,700-749,836円,140分,100.8%,2020件
10,750-799,1084円,138分,101%,1906件
11,800-849,843円,135分,100.8%,3452件
12,850-899,922円,135分,100.9%,1960件
13,900-949,921円,132分,100.9%,2026件
14,950-999,1236円,130分,101.3%,1730件
15,1000-1049,1494円,128分,101.6%,1550件
16,1050-1099,1744円,124分,101.9%,1536件
17,1100-1149,1255円,123分,101.4%,1487件
18,1150-1199,1359円,120分,101.5%,1361件
19,1200-1249,2156円,116分,102.5%,1414件
20,1250-1299,2683円,115分,103.1%,1270件
21,1300-1349,2303円,113分,102.7%,1304件
22,1350-1399,2471円,109分,103%,1291件
23,1400-1449,2473円,107分,103.1%,1262件
24,1450-1499,2531円,104分,103.2%,1265件
25,1500-1549,3357円,101分,104.4%,1203件
26,1550-1599,3427円,98分,104.7%,1196件
27,1600-1649,3620円,96分,105%,1086件
28,1650-1699,3661円,92分,105.3%,1111件
29,1700-1749,3796円,91分,105.5%,1040件
30,1750-1799,3495円,87分,105.3%,1045件
31,1800-1849,3961円,84分,106.3%,973件
32,1850-1899,4335円,80分,107.2%,1013件
33,1900-1949,4227円,77分,107.3%,963件
34,1950-1999,4550円,74分,108.2%,934件
35,2000-2049,4401円,69分,108.5%,952件
36,2050-2099,4802円,67分,109.5%,892件
37,2100-2149,4838円,65分,109.9%,895件
38,2150-2199,5369円,61分,111.7%,909件
39,2200-2249,5414円,58分,112.5%,800件
40,2250-2299,5071円,54分,112.4%,799件
41,2300-2349,5676円,52分,114.6%,786件
42,2350-2399,6203円,48分,117.3%,791件
43,2400-2449,6606円,46分,119%,730件
44,2450-2499,6422円,45分,119.1%,755件
45,2500-2549,7375円,43分,123.1%,696件
46,2550-2599,7849円,42分,125.1%,679件
47,2600-2649,8232円,40分,127.7%,634件
48,2650-2699,8808円,38分,130.9%,574件
49,2700-2749,9724円,35分,137.4%,479件
50,2750-2799,10467円,32分,143.9%,412件
51,2800-2849,11037円,29分,151.1%,329件
52,2850-2899,12378円,26分,163.6%,242件
53,2900-2949,13255円,22分,179.8%,188件
