,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,11587円,99分,115.5%,18件
1,1650-1699,9659円,100分,112.9%,22件
2,1700-1749,11045円,85分,117.4%,26件
3,1750-1799,11608円,95分,116.4%,18件
4,1800-1849,10763円,91分,115.7%,24件
5,1850-1899,12173円,77分,121.2%,22件
6,1900-1949,11126円,73分,120.2%,23件
7,1950-1999,7573円,66分,115.2%,19件
8,2000-2049,11010円,71分,120.7%,20件
9,2050-2099,11814円,69分,122.9%,32件
10,2100-2149,12736円,60分,128.4%,26件
11,2150-2199,9932円,59分,122.6%,29件
12,2200-2249,10133円,53分,125.7%,26件
13,2250-2299,11088円,48分,131%,16件
14,2300-2349,10912円,43分,134.2%,25件
15,2350-2399,10355円,36分,138.7%,28件
16,2400-2449,10259円,40分,134%,22件
17,2450-2499,8559円,43分,126.5%,31件
18,2500-2549,8178円,44分,124.5%,20件
19,2550-2599,10078円,39分,134.6%,30件
20,2600-2649,8649円,41分,128.3%,32件
21,2650-2699,10987円,33分,144%,31件
22,2700-2749,11524円,31分,148.9%,21件
23,2750-2799,12018円,31分,151.9%,20件
24,2800-2849,12643円,30分,156.3%,18件
25,2850-2899,13503円,25分,171.4%,14件
26,2900-2949,13611円,23分,180%,17件
