,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2802円,138分,102.7%,104件
1,750-799,2827円,134分,102.8%,215件
2,800-849,3420円,128分,103.6%,248件
3,850-899,4461円,122分,104.9%,257件
4,900-949,3540円,127分,103.7%,255件
5,950-999,3631円,121分,104%,274件
6,1000-1049,3447円,123分,103.7%,270件
7,1050-1099,3880円,124分,104.2%,268件
8,1100-1149,4747円,113分,105.6%,284件
9,1150-1199,4520円,115分,105.2%,273件
10,1200-1249,5023円,110分,106.1%,244件
11,1250-1299,4150円,113分,104.9%,300件
12,1300-1349,5082円,104分,106.5%,295件
13,1350-1399,5393円,105分,106.9%,342件
14,1400-1449,5260円,104分,106.7%,255件
15,1450-1499,5055円,99分,106.8%,284件
16,1500-1549,6212円,97分,108.5%,213件
17,1550-1599,5814円,94分,108.2%,229件
18,1600-1649,6751円,93分,109.7%,201件
19,1650-1699,5507円,86分,108.6%,191件
20,1700-1749,7315円,86分,111.4%,193件
21,1750-1799,7013円,83分,111.3%,168件
22,1800-1849,6781円,80分,111.3%,183件
23,1850-1899,8094円,75分,114.5%,196件
24,1900-1949,7064円,74分,112.7%,205件
25,1950-1999,7001円,74分,112.7%,188件
26,2000-2049,7401円,70分,114%,143件
27,2050-2099,7619円,66分,115.5%,158件
28,2100-2149,8689円,62分,118.7%,137件
29,2150-2199,8883円,60分,119.8%,151件
30,2200-2249,7927円,55分,119.1%,139件
31,2250-2299,8528円,50分,122.8%,138件
32,2300-2349,8775円,43分,127.3%,133件
33,2350-2399,8489円,40分,128.5%,143件
34,2400-2449,9395円,38分,132.6%,115件
35,2450-2499,10201円,35分,138.3%,124件
36,2500-2549,10340円,36分,138.8%,108件
37,2550-2599,9683円,35分,136.6%,105件
38,2600-2649,10436円,33分,142.2%,87件
39,2650-2699,11248円,33分,145.4%,99件
40,2700-2749,12081円,31分,152.6%,93件
41,2750-2799,11702円,31分,150.6%,89件
42,2800-2849,12348円,27分,162%,89件
43,2850-2899,12634円,26分,165.7%,92件
44,2900-2949,13535円,23分,177.5%,65件
